configuration_id,arm,pool,objective_value,optimality_bound,optimality_ratio,computable
A3_l0.9_r1.0_k02,A3,cosine_top_100,6.849418866634369,6.853543126583099,0.9993982295182862,True
A3_l0.9_r1.0_k04,A3,cosine_top_100,8.629090762138366,8.673352909088134,0.9948967662893794,True
A3_l0.9_r1.0_k08,A3,cosine_top_100,11.73363812714815,11.846129000463403,0.9905039972711042,True
A3_l0.9_r1.0_k16,A3,cosine_top_100,15.269230554997922,15.292113879840334,0.9985035865530285,True
A3_l1.0_r0.0_k02,A3,cosine_top_100,6.222035616636276,6.253812023714268,0.9949188739671905,True
A3_l1.0_r0.0_k04,A3,cosine_top_100,8.430415630340576,8.567434140532423,0.9840070541606367,True
A3_l1.0_r0.0_k08,A3,cosine_top_100,11.687640517950058,11.935939884885064,0.9791973343255995,True
A3_l1.0_r0.0_k16,A3,cosine_top_100,14.302343904972076,14.307750912158044,0.999622092443518,True
A3_l1.0_r0.5_k02,A3,cosine_top_100,6.934656798839569,6.975032547110283,0.9942113892662133,True
A3_l1.0_r0.5_k04,A3,cosine_top_100,9.007543951272964,9.055849023377016,0.9946658704248099,True
A3_l1.0_r0.5_k08,A3,cosine_top_100,12.628399319946766,12.6621741284457,0.9973326217001661,True
A3_l1.0_r0.5_k16,A3,cosine_top_100,16.35209559649229,16.434163431016106,0.995006266375024,True
A3_l1.0_r1.0_k02,A3,cosine_top_100,7.049418866634369,7.053543126583099,0.9994152924459784,True
A3_l1.0_r1.0_k04,A3,cosine_top_100,9.029090762138367,9.073352909088134,0.9951217430432543,True
A3_l1.0_r1.0_k08,A3,cosine_top_100,12.533638127148151,12.646129000463404,0.9911047188186101,True
A3_l1.0_r1.0_k16,A3,cosine_top_100,16.371049754321575,16.495601549473836,0.9924493935684187,True
A1_l0.0,A1,deployed_n_union_k,,,,False
A1_l0.1,A1,deployed_n_union_k,,,,False
A1_l0.2,A1,deployed_n_union_k,,,,False
A1_l0.3,A1,deployed_n_union_k,,,,False
A1_l0.4,A1,deployed_n_union_k,,,,False
A1_l0.5,A1,deployed_n_union_k,,,,False
A1_l0.6,A1,deployed_n_union_k,,,,False
A1_l0.7,A1,deployed_n_union_k,,,,False
A1_l0.8,A1,deployed_n_union_k,,,,False
A1_l0.9,A1,deployed_n_union_k,,,,False
A1_l1.0,A1,deployed_n_union_k,,,,False
A2_r0.0,A2,deployed_n_union_k,19.988771438598633,20.233654378534673,0.9878972460755369,True
A2_r0.5,A2,deployed_n_union_k,20.976741790771484,21.112716494361756,0.9935595827459444,True
A2_r1.0,A2,deployed_n_union_k,21.203510284423828,21.284479681312526,0.9961958479558329,True
A3_l0.0_r0.0_k02,A3,deployed_n_union_k,3.7310044169425964,3.768220332664626,0.9901237421284989,True
A3_l0.0_r0.0_k04,A3,deployed_n_union_k,3.7310044169425964,3.768220332664626,0.9901237421284989,True
A3_l0.0_r0.0_k08,A3,deployed_n_union_k,3.7310044169425964,3.768220332664626,0.9901237421284989,True
A3_l0.0_r0.0_k16,A3,deployed_n_union_k,3.7310044169425964,3.768220332664626,0.9901237421284989,True
A3_l0.0_r0.5_k02,A3,deployed_n_union_k,3.7310044169425964,3.768220332664626,0.9901237421284989,True
A3_l0.0_r0.5_k04,A3,deployed_n_union_k,3.7310044169425964,3.768220332664626,0.9901237421284989,True
A3_l0.0_r0.5_k08,A3,deployed_n_union_k,3.7310044169425964,3.768220332664626,0.9901237421284989,True
A3_l0.0_r0.5_k16,A3,deployed_n_union_k,3.7310044169425964,3.768220332664626,0.9901237421284989,True
A3_l0.0_r1.0_k02,A3,deployed_n_union_k,3.7310044169425964,3.768220332664626,0.9901237421284989,True
A3_l0.0_r1.0_k04,A3,deployed_n_union_k,3.7310044169425964,3.768220332664626,0.9901237421284989,True
A3_l0.0_r1.0_k08,A3,deployed_n_union_k,3.7310044169425964,3.768220332664626,0.9901237421284989,True
A3_l0.0_r1.0_k16,A3,deployed_n_union_k,3.7310044169425964,3.768220332664626,0.9901237421284989,True
A3_l0.1_r0.0_k02,A3,deployed_n_union_k,3.8939201802015306,3.940072301572505,0.9882864785621942,True
A3_l0.1_r0.0_k04,A3,deployed_n_union_k,4.065297344326973,4.109033651275039,0.9893560601689172,True
A3_l0.1_r0.0_k08,A3,deployed_n_union_k,4.331004416942596,4.368895787414219,0.9913270143497632,True
A3_l0.1_r0.0_k16,A3,deployed_n_union_k,4.531004416942596,4.586578506653515,0.9878833231284933,True
A3_l0.1_r0.5_k02,A3,deployed_n_union_k,3.8939201802015306,3.940072301572505,0.9882864785621942,True
