configuration_id,arm,pool,turn_90,turn_112,turn_113,turn_116,turn_118,found,missed
A3_l0.6_r0.5_k08,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.6_r0.5_k16,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.6_r1.0_k02,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.6_r1.0_k04,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.6_r1.0_k08,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.6_r1.0_k16,A3,deployed_n_union_k,True,True,False,False,False,2,3
A3_l0.7_r0.0_k02,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.7_r0.0_k04,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.7_r0.0_k08,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.7_r0.0_k16,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.7_r0.5_k02,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.7_r0.5_k04,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.7_r0.5_k08,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.7_r0.5_k16,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.7_r1.0_k02,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.7_r1.0_k04,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.7_r1.0_k08,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.7_r1.0_k16,A3,deployed_n_union_k,True,True,False,False,False,2,3
A3_l0.8_r0.0_k02,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.8_r0.0_k04,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.8_r0.0_k08,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.8_r0.0_k16,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.8_r0.5_k02,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.8_r0.5_k04,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.8_r0.5_k08,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.8_r0.5_k16,A3,deployed_n_union_k,True,True,False,False,False,2,3
A3_l0.8_r1.0_k02,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.8_r1.0_k04,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.8_r1.0_k08,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.8_r1.0_k16,A3,deployed_n_union_k,True,True,False,False,False,2,3
A3_l0.9_r0.0_k02,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.9_r0.0_k04,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.9_r0.0_k08,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.9_r0.0_k16,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.9_r0.5_k02,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.9_r0.5_k04,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.9_r0.5_k08,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.9_r0.5_k16,A3,deployed_n_union_k,True,True,False,False,False,2,3
A3_l0.9_r1.0_k02,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.9_r1.0_k04,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.9_r1.0_k08,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l0.9_r1.0_k16,A3,deployed_n_union_k,True,True,False,False,False,2,3
A3_l1.0_r0.0_k02,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l1.0_r0.0_k04,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l1.0_r0.0_k08,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l1.0_r0.0_k16,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l1.0_r0.5_k02,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l1.0_r0.5_k04,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l1.0_r0.5_k08,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l1.0_r0.5_k16,A3,deployed_n_union_k,True,True,False,False,False,2,3
A3_l1.0_r1.0_k02,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l1.0_r1.0_k04,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l1.0_r1.0_k08,A3,deployed_n_union_k,False,True,False,False,False,1,4
A3_l1.0_r1.0_k16,A3,deployed_n_union_k,True,True,False,False,False,2,3
