turn,stm_candidates,ltm_candidates,duplicates_removed,final_set_size,ltm_episodes_in_final_set,provenance_list
1,0,0,0,0,0,[]
2,0,0,0,0,0,[]
3,0,0,0,0,0,[]
4,0,0,0,0,0,[]
5,0,0,0,0,0,[]
6,0,0,0,0,0,[]
7,0,0,0,0,0,[]
8,0,0,0,0,0,[]
9,0,0,0,0,0,[]
10,0,0,0,0,0,[]
11,0,0,0,0,0,[]
12,0,0,0,0,0,[]
13,0,0,0,0,0,[]
14,0,0,0,0,0,[]
15,0,0,0,0,0,[]
16,0,0,0,0,0,[]
17,1,0,0,1,0,"[{""episode_id"":""f4e1d2d4-dd47-42a0-805c-bf672c8b743a"",""provenance"":""stm""}]"
18,0,0,0,0,0,[]
19,0,0,0,0,0,[]
20,1,0,0,1,0,"[{""episode_id"":""f4e1d2d4-dd47-42a0-805c-bf672c8b743a"",""provenance"":""stm""}]"
21,0,0,0,0,0,[]
22,1,0,0,1,0,"[{""episode_id"":""f4e1d2d4-dd47-42a0-805c-bf672c8b743a"",""provenance"":""stm""}]"
23,0,0,0,0,0,[]
24,0,0,0,0,0,[]
25,1,0,0,1,0,"[{""episode_id"":""613e22c7-d187-4ff9-9fcc-af16e18af2bc"",""provenance"":""stm""}]"
26,0,0,0,0,0,[]
27,0,0,0,0,0,[]
28,0,0,0,0,0,[]
29,1,0,0,1,0,"[{""episode_id"":""f4e1d2d4-dd47-42a0-805c-bf672c8b743a"",""provenance"":""stm""}]"
30,0,0,0,0,0,[]
31,0,0,0,0,0,[]
32,0,3,0,3,3,"[{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
33,0,3,0,3,3,"[{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
34,0,3,0,3,3,"[{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
35,0,3,0,3,3,"[{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
36,0,3,0,3,3,"[{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
37,0,3,0,3,3,"[{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
38,0,3,0,3,3,"[{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
39,0,3,0,3,3,"[{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
40,0,3,0,3,3,"[{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
41,0,3,0,3,3,"[{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
42,0,3,0,3,3,"[{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
43,0,3,0,3,3,"[{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
44,0,3,0,3,3,"[{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
45,1,3,0,4,3,"[{""episode_id"":""cb9a742f-9109-4d05-a4b2-3d1c61fbd8ce"",""provenance"":""stm""},{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
46,0,3,0,3,3,"[{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
47,0,3,0,3,3,"[{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
48,0,3,0,3,3,"[{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
49,0,3,0,3,3,"[{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
50,0,3,0,3,3,"[{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
51,0,3,0,3,3,"[{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
52,0,3,0,3,3,"[{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
53,0,3,0,3,3,"[{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
54,0,3,0,3,3,"[{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
55,0,3,0,3,3,"[{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
56,0,3,0,3,3,"[{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
57,1,3,0,4,3,"[{""episode_id"":""e8ac0bcf-bfce-407e-9029-5af34f7be9ee"",""provenance"":""stm""},{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
58,1,3,0,4,3,"[{""episode_id"":""e8ac0bcf-bfce-407e-9029-5af34f7be9ee"",""provenance"":""stm""},{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
59,1,3,0,4,3,"[{""episode_id"":""e8ac0bcf-bfce-407e-9029-5af34f7be9ee"",""provenance"":""stm""},{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
60,1,3,0,4,3,"[{""episode_id"":""e8ac0bcf-bfce-407e-9029-5af34f7be9ee"",""provenance"":""stm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
61,0,3,0,3,3,"[{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""}]"
62,0,5,0,5,5,"[{""episode_id"":""f2ccd12b-b2d5-4cdb-86aa-6c4ff9523a30"",""provenance"":""ltm""},{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""a0cb417b-d06a-48f0-b990-047ade4c6b56"",""provenance"":""ltm""},{""episode_id"":""5f8f7556-7815-4af3-aa05-46aa32d98e54"",""provenance"":""ltm""}]"
63,0,5,0,5,5,"[{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""f2ccd12b-b2d5-4cdb-86aa-6c4ff9523a30"",""provenance"":""ltm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""5f8f7556-7815-4af3-aa05-46aa32d98e54"",""provenance"":""ltm""},{""episode_id"":""2a912d15-c413-4332-8266-e5e523f0afda"",""provenance"":""ltm""}]"
64,0,5,0,5,5,"[{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""2a912d15-c413-4332-8266-e5e523f0afda"",""provenance"":""ltm""},{""episode_id"":""f2ccd12b-b2d5-4cdb-86aa-6c4ff9523a30"",""provenance"":""ltm""},{""episode_id"":""5f8f7556-7815-4af3-aa05-46aa32d98e54"",""provenance"":""ltm""}]"
65,1,5,0,6,5,"[{""episode_id"":""10b9fc1f-c78c-4ea7-8c70-086048a1da48"",""provenance"":""stm""},{""episode_id"":""117074b1-91e9-4b7a-8265-ce6804b4d5ea"",""provenance"":""ltm""},{""episode_id"":""f2ccd12b-b2d5-4cdb-86aa-6c4ff9523a30"",""provenance"":""ltm""},{""episode_id"":""846a9c8f-b011-4e30-a6c8-1a0d6822dec1"",""provenance"":""ltm""},{""episode_id"":""5f8f7556-7815-4af3-aa05-46aa32d98e54"",""provenance"":""ltm""},{""episode_id"":""2a912d15-c413-4332-8266-e5e523f0afda"",""provenance"":""ltm""}]"
