turn,episode_id,episode_turn,topic,similarity,provenance,promoted_at_turn,trigger_type,triggered_filter,distilled_id,dream_event,event_type,source_episode_ids,source_turns,salience
32,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.15888917446136475,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
32,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.12248893082141876,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
32,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,-0.0347888320684433,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
33,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.10117587447166443,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
33,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.0937759280204773,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
33,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,-0.008816196583211422,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
34,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.14306864142417908,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
34,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.046927690505981445,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
34,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,0.003351994091644883,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
35,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.1697324812412262,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
35,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.0630933940410614,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
35,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,-0.04354404658079147,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
36,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.1497385948896408,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
36,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.11626935750246048,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
36,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,-0.06875424087047577,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
37,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.14325125515460968,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
37,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.097450852394104,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
37,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,-0.038482461124658585,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
38,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.1752614825963974,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
38,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.1260884702205658,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
38,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,-0.020014261826872826,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
39,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.11032424867153168,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
39,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.08181297779083252,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
39,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,-0.0020337351597845554,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
40,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.13410811126232147,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
40,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.10750357806682587,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
40,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,-0.014085611328482628,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
41,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.15041089057922363,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
41,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.13867491483688354,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
41,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,0.011444478295743465,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
42,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.1840001344680786,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
42,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.12247667461633682,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
42,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,0.004773404449224472,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
43,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.1787155121564865,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
43,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.09637186676263809,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
43,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,-0.034828152507543564,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
44,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.10139548778533936,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
44,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.07347219437360764,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
44,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,-0.022556953132152557,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
45,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.17810870707035065,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
45,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.11664105206727982,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
45,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,-0.015566210262477398,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
46,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.1495756357908249,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
46,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.11841505765914917,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
46,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,-0.021922148764133453,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
47,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.17976461350917816,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
47,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.14112935960292816,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
47,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,-0.03832318261265755,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
48,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.16180092096328735,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
48,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.1376674324274063,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
48,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,-0.03286726772785187,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
49,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.1643279492855072,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
49,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.09713760763406754,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
49,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,-0.02715090475976467,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
50,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.09533553570508957,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
50,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.09326019138097763,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
50,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,-0.033602505922317505,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
51,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.12797224521636963,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
51,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.08271735161542892,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
51,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,-0.029208971187472343,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
52,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.13778047263622284,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
52,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.12185291200876236,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
52,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,-0.034497376531362534,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
53,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.14760883152484894,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
53,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.1456434428691864,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
53,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,0.004432399291545153,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
54,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.1747286170721054,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
54,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.11182807385921478,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
54,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,-0.05424727499485016,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
55,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.09942347556352615,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
55,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.08157727867364883,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
