turn,episode_id,episode_turn,topic,similarity,provenance,promoted_at_turn,trigger_type,triggered_filter,distilled_id,dream_event,event_type,source_episode_ids,source_turns,salience
55,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,-0.019062958657741547,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
56,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.14746390283107758,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
56,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.11567394435405731,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
56,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,-0.029734227806329727,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
57,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.11741989105939865,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
57,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.1052563413977623,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
57,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,-0.017732728272676468,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
58,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.10680166631937027,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
58,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.1050529032945633,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
58,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,-0.025785105302929878,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
59,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.15349991619586945,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
59,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.11512864381074905,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
59,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,-0.00832305010408163,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
60,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.12728895246982574,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
60,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.11457082629203796,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
60,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,-0.03457285463809967,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
61,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.14999015629291534,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
61,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.14820532500743866,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
61,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,0.025538772344589233,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
62,f2ccd12b-b2d5-4cdb-86aa-6c4ff9523a30,41,topic_3,0.16452565789222717,ltm,,,,52b08261-a19a-5855-b407-6b6a54390b4e,61,transition,"[""f2ccd12b-b2d5-4cdb-86aa-6c4ff9523a30""]",[41],69
62,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.1275004744529724,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
62,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.1001388281583786,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
62,a0cb417b-d06a-48f0-b990-047ade4c6b56,20,topic_2,0.060314472764730453,ltm,,,,da300d1e-a6fa-5c5d-b1f0-c3b9a949ce32,31,transition,"[""a0cb417b-d06a-48f0-b990-047ade4c6b56""]",[20],93
62,5f8f7556-7815-4af3-aa05-46aa32d98e54,31,topic_3,0.060035962611436844,ltm,,,,fa3a00bc-c9fd-5cde-bba5-67b785a0d245,61,transition,"[""5f8f7556-7815-4af3-aa05-46aa32d98e54""]",[31],57
63,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.21367663145065308,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
63,f2ccd12b-b2d5-4cdb-86aa-6c4ff9523a30,41,topic_3,0.20670442283153534,ltm,,,,52b08261-a19a-5855-b407-6b6a54390b4e,61,transition,"[""f2ccd12b-b2d5-4cdb-86aa-6c4ff9523a30""]",[41],69
63,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.1626071035861969,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
63,5f8f7556-7815-4af3-aa05-46aa32d98e54,31,topic_3,0.13643409311771393,ltm,,,,fa3a00bc-c9fd-5cde-bba5-67b785a0d245,61,transition,"[""5f8f7556-7815-4af3-aa05-46aa32d98e54""]",[31],57
63,2a912d15-c413-4332-8266-e5e523f0afda,40,topic_3,0.10912281274795532,ltm,,,,9d938ec4-f9c7-51a4-9ed3-7f9821af6dd6,61,transition,"[""2a912d15-c413-4332-8266-e5e523f0afda""]",[40],55
64,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.17892129719257355,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
64,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.09759162366390228,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
64,2a912d15-c413-4332-8266-e5e523f0afda,40,topic_3,0.08846527338027954,ltm,,,,9d938ec4-f9c7-51a4-9ed3-7f9821af6dd6,61,transition,"[""2a912d15-c413-4332-8266-e5e523f0afda""]",[40],55
64,f2ccd12b-b2d5-4cdb-86aa-6c4ff9523a30,41,topic_3,0.07700559496879578,ltm,,,,52b08261-a19a-5855-b407-6b6a54390b4e,61,transition,"[""f2ccd12b-b2d5-4cdb-86aa-6c4ff9523a30""]",[41],69
64,5f8f7556-7815-4af3-aa05-46aa32d98e54,31,topic_3,0.05491228401660919,ltm,,,,fa3a00bc-c9fd-5cde-bba5-67b785a0d245,61,transition,"[""5f8f7556-7815-4af3-aa05-46aa32d98e54""]",[31],57
65,117074b1-91e9-4b7a-8265-ce6804b4d5ea,4,topic_2,0.2125401645898819,ltm,,,,6f46fccc-2e5a-5140-9f93-5c9d061c4f0d,31,transition,"[""117074b1-91e9-4b7a-8265-ce6804b4d5ea""]",[4],67
65,f2ccd12b-b2d5-4cdb-86aa-6c4ff9523a30,41,topic_3,0.17755748331546783,ltm,,,,52b08261-a19a-5855-b407-6b6a54390b4e,61,transition,"[""f2ccd12b-b2d5-4cdb-86aa-6c4ff9523a30""]",[41],69
65,846a9c8f-b011-4e30-a6c8-1a0d6822dec1,17,topic_2,0.112738236784935,ltm,,,,dd270365-0438-5f56-9af9-e63a5f6902c9,31,transition,"[""846a9c8f-b011-4e30-a6c8-1a0d6822dec1""]",[17],86
65,5f8f7556-7815-4af3-aa05-46aa32d98e54,31,topic_3,0.0809016078710556,ltm,,,,fa3a00bc-c9fd-5cde-bba5-67b785a0d245,61,transition,"[""5f8f7556-7815-4af3-aa05-46aa32d98e54""]",[31],57
65,2a912d15-c413-4332-8266-e5e523f0afda,40,topic_3,0.04075925797224045,ltm,,,,9d938ec4-f9c7-51a4-9ed3-7f9821af6dd6,61,transition,"[""2a912d15-c413-4332-8266-e5e523f0afda""]",[40],55
