turn,tokens_per_second,time_to_first_token,output_tokens,estimated_tokens
1,33.76555673552125,0.029615978431299,51,116
2,41.034881678600144,0.02436951098902532,91,213
3,40.312593817391566,0.024806143820211894,89,356
4,35.0303674027207,0.028546660344827928,58,525
5,35.584809959749215,0.028101878333230464,60,654
6,35.85750787614583,0.02788816231886681,69,766
7,35.209888345007585,0.028401112500028428,72,894
8,36.45577817383855,0.027430493877582937,98,1041
9,33.914337030382406,0.029486054794588573,73,1186
10,34.59500137222272,0.02890591011228945,89,1334
11,34.59524477086056,0.028905706741589415,89,1477
12,32.916350804978414,0.030380038356158105,73,1500
13,30.30654616850673,0.032996171666673034,60,1459
14,30.532530634958686,0.03275195272726705,55,1443
15,32.4579660323243,0.03080907777782866,72,1581
16,33.9383808854245,0.029465165217397556,92,1602
17,32.19905899354704,0.031056808219159706,73,1613
18,31.847205029033304,0.03139992972973158,74,1752
19,33.696702417972816,0.029676494382032757,89,1657
20,32.175253601287146,0.031079786111149588,72,1638
21,30.109139609355605,0.03321250666655639,60,1583
22,29.21851314742468,0.034224876363640015,55,1579
23,30.634042999362425,0.03264342222216025,72,1852
24,32.65789228605871,0.0306204696629148,89,1878
25,30.93363865818808,0.03232726712333603,73,1893
26,30.443052136494217,0.032848217567555585,74,2024
27,33.04012143618857,0.030266232584263694,89,1833
28,28.874085886330064,0.034633131034407315,58,1772
29,29.170557087095574,0.03428114166672458,60,1703
30,31.77659347928436,0.031469704285700575,70,1710
31,29.95717497018875,0.03338098472219523,72,2123
32,29.994206659486867,0.033339771621654475,74,2153
33,29.827380775561537,0.03352624246575917,73,2172
34,28.96615676446238,0.03452304729728132,74,2296
35,32.40154853184457,0.03086272247195809,89,2009
36,28.58836612211698,0.034979263793126124,58,1905
37,28.86112971988701,0.03464867833329966,60,1823
38,27.825260601330776,0.035938567272652024,55,1841
39,28.499845329000614,0.03508790972217765,72,2394
40,28.60287470807406,0.034961520833348914,48,1482
41,28.917866880303894,0.03458069726025003,73,2400
42,28.410129240020726,0.03519871351346484,74,2567
43,31.97297543525587,0.03127641348316062,89,2184
44,27.918919414626657,0.035818005172367176,58,2039
45,28.25858983422818,0.03538746999996268,60,1943
46,27.2673792607814,0.036673858181827446,55,1972
47,28.038558001861485,0.035665172222252295,72,2665
48,28.196107893068834,0.03546588783786786,74,2548
49,27.865902102658335,0.035886152054793966,73,2730
50,27.292454621051657,0.03664016351349592,74,2839
51,31.396088823483794,0.03185110112352642,89,2360
52,27.634268837575704,0.03618695344818567,58,2173
53,27.875597896729722,0.03587367000000086,60,2063
54,27.068902019885737,0.03694276181816928,55,2104
55,26.708328691766233,0.03744150416676146,72,2936
56,27.446345639628763,0.03643472297296063,74,2823
57,26.905721173555285,0.037166816438388796,73,3010
58,26.46803810925073,0.03778141756757159,74,3111
59,30.643837352156282,0.03263298876404048,89,2536
60,26.839030002342252,0.03725917068957893,58,2307
61,27.280336006492124,0.03665643999993336,60,2183
62,26.791856405763717,0.03732477454547982,55,2235
63,25.911816115688417,0.03859243194438022,72,3207
64,26.4547956896365,0.03780032972969599,74,3099
65,26.218860972225194,0.038140482191783405,73,3289
66,25.585856470451844,0.03908409324326754,74,3383
67,30.16897200551661,0.033146638202227865,89,2712
68,26.230397865340805,0.03812370689662077,58,2440
69,26.753997660295624,0.03737759166676066,60,2303
70,26.00618890560612,0.03845238545446508,55,2366
71,24.81076536353748,0.04030508472219986,72,3478
