cell,support_width,temperature,query_count,round_count,outcomes,emitted_count_distribution,changed_and_completed_count,minimum_positive_terminal_margin,median_initial_terminal_hamming,minimum_initial_terminal_hamming,maximum_initial_terminal_hamming,unique_emitted_episode_count,all_values_finite,eligible,deterministic_digest,wall_seconds,observed_rss_bytes
m4_t0.025,4,0.025,24,192,"{'cycle': 1, 'spurious': 1, 'stored': 190}","{'minimum': 6, 'median': 8.0, 'maximum': 8}",76,0.001185903302250324,0.0,0,48,53,True,False,b815c066f62b1a493c1168c89ee99f16fdb14c69464521b37ca83773cdd97348,0.708538300008513,48091136
m4_t0.050,4,0.05,24,192,"{'cycle': 2, 'spurious': 1, 'stored': 189}","{'minimum': 5, 'median': 8.0, 'maximum': 8}",125,0.001185903302250324,2.0,0,48,53,True,False,fbef6d476dda252a898fa25ff3d8f017605ce53aa1551ba4388de5808c506666,0.7267303999979049,48078848
m4_t0.100,4,0.1,24,192,"{'cycle': 2, 'spurious': 1, 'stored': 189}","{'minimum': 5, 'median': 8.0, 'maximum': 8}",151,0.001185903302250324,4.0,0,48,53,True,False,e06a2f77f645dcee7396113cace8c90d2cae48bc7513a8912d5290ba9336c02a,0.7296495999908075,48095232
m8_t0.025,8,0.025,24,192,"{'cycle': 2, 'spurious': 3, 'stored': 187}","{'minimum': 5, 'median': 8.0, 'maximum': 8}",90,0.001185903302250324,0.0,0,64,52,True,False,0df822a461481d8b214b1f6c50de5654b0e769d144f672130d61a9eeae3c3b64,0.7204949999868404,48332800
m8_t0.050,8,0.05,24,192,"{'cycle': 9, 'spurious': 5, 'stored': 178}","{'minimum': 3, 'median': 8.0, 'maximum': 8}",143,0.0006926850531751017,14.0,0,64,51,True,False,2a11d876a4fbdecf91cb97713ea46babb1f1a85e249aa0b5b9c21ff96b4b661a,0.7667849000135902,49135616
m8_t0.100,8,0.1,24,192,"{'cycle': 11, 'duplicate': 4, 'spurious': 16, 'stored': 161}","{'minimum': 2, 'median': 8.0, 'maximum': 8}",153,0.0006926850531749906,28.0,0,66,49,True,False,1212f9f77775750d0bf1e271ba1ed1342c9aff1f4cb2e7d3f12d145ddc827e39,0.7945261000131723,49254400
m16_t0.025,16,0.025,24,192,"{'cycle': 3, 'duplicate': 2, 'spurious': 6, 'stored': 181}","{'minimum': 5, 'median': 8.0, 'maximum': 8}",86,0.0006926850531751017,2.0,0,68,52,True,False,c3798b524cec3145dc4698fcde7e6a374f2cbfe9f5535b47c1f40bccf92fdccf,0.7361063999996986,49377280
m16_t0.050,16,0.05,24,192,"{'cycle': 7, 'duplicate': 2, 'spurious': 20, 'stored': 163}","{'minimum': 2, 'median': 8.0, 'maximum': 8}",132,0.0006926850531749906,24.0,0,76,48,True,False,5dd9135f2a0c9f966ba5c444d5f30db48b5637ea0009400431345fc5c24cf285,0.7869129999889992,49881088
m16_t0.100,16,0.1,24,192,"{'cycle': 20, 'duplicate': 19, 'spurious': 33, 'stored': 120}","{'minimum': 1, 'median': 5.5, 'maximum': 8}",115,0.0006926850531751017,48.0,0,78,38,True,False,81e005558c389aec411285476790326230be0d6d6009fefb6e3e815866b04f7c,0.8629540000110865,48865280
