turn,tokens_per_second,time_to_first_token,output_tokens,estimated_tokens
1,37.25250367868796,0.026843833333331013,51,121
2,41.35262338559996,0.02418226265055352,83,218
3,40.91936328987871,0.024438307920772246,101,325
4,33.486119880755396,0.0298631195122342,41,490
5,32.58952418074587,0.030684706976814576,43,588
6,36.08350082934018,0.027713497222167562,72,668
7,36.67074806411065,0.02726969186043662,86,792
8,35.21139498623492,0.028399897260274035,73,922
9,34.05399533402356,0.029365129999912046,70,1044
10,31.942549408310608,0.031306205000025025,60,1184
11,34.116468943936745,0.02931135697669328,86,1292
12,27.105787475686878,0.03689249024389982,41,1347
13,28.128269093723766,0.03555142325565739,43,1278
14,30.20651093109094,0.03310544545450036,55,1262
15,29.43621407900026,0.03397175999998581,50,1303
16,33.46993892914549,0.029877556756735035,74,1298
17,32.39543459471348,0.03086854714284917,70,1436
18,30.404162532544383,0.032890233333334136,60,1528
19,33.99933282247471,0.029412341860395742,86,1468
20,26.653191853082863,0.03751895853645515,41,1453
21,27.225961359769006,0.036729648837218666,43,1370
22,32.43089728646322,0.03083479285716229,70,1393
23,28.845237455088547,0.034667768000072104,50,1427
24,30.651326664802514,0.03262501525417882,59,1434
25,30.768765518426928,0.03250049142859227,70,1704
26,28.92718473168942,0.034569558333290236,60,1732
27,33.1973759249945,0.0301228627907031,86,1640
28,29.33022544668915,0.03409452142867459,56,1555
29,26.889152096921855,0.03718971860456974,43,1458
30,29.21189752783188,0.03423262727274877,55,1520
31,28.03931920079727,0.03566420400005882,50,1547
32,31.918349755771533,0.03132994054052491,74,1566
33,29.804516857526643,0.03355196142853986,70,1972
34,30.34251480297833,0.03295705733335732,75,1937
35,32.73402161054099,0.030549255813956587,86,1812
36,25.51794424944415,0.03918810975620744,41,1657
37,26.000184782707798,0.03846126511628025,43,1547
38,31.328498332477515,0.031919819117641,68,1648
39,27.683032598648953,0.03612321000007796,50,1667
40,28.63167267834016,0.034926356250101286,48,1301
41,28.796485446467408,0.03472646000009263,70,2211
42,26.523339256557495,0.037702643333371574,60,2141
43,31.977441476717445,0.03127204534884672,86,1984
44,24.68445143262356,0.04051133170731014,41,1759
45,25.21177303021429,0.03966400930238346,43,1635
46,27.965784117355856,0.03575798181819581,55,1775
47,26.872203913652644,0.03721317399991676,50,1787
48,29.146645021099314,0.03430926610167647,59,1698
49,27.630957614396543,0.03619128999998793,70,2507
50,25.8755253539994,0.03864655833337262,60,2346
51,31.656085926632414,0.03158950232563955,86,2156
