turn,topic,survivor_span,collapsed_span
83,topic_2,fe81cd1d-729d-48fe-81ba-e45db6ab0a2a:242:418,ff67c7c3-6d12-45c7-b28d-9ce66d87b5c9:242:418
83,topic_2,fe81cd1d-729d-48fe-81ba-e45db6ab0a2a:242:418,6097c9b5-be30-4888-b607-04a5475f3556:242:418
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,4ddce2f4-2e7c-40ce-a358-ced95c9942cc:169:292
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,1fe1c897-c028-4b10-b5a6-651e2383566d:166:289
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,bc50c81e-afec-40e2-b022-fd9739290eb8:175:298
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,6d371be9-6291-4691-ae7a-eaede59746de:158:281
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,f9e10c27-fc2c-40af-9439-75cab4613420:166:289
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,8c26928e-e3eb-4dd3-90be-d5b12363ac77:172:295
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,dafbf493-fce5-4ff2-ac2a-86155d8a0fda:156:279
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,ca772484-2412-4fdd-9a68-b726c4e2c143:183:306
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,3586b3d9-8cd0-425c-bfa4-12ede5ea224a:169:292
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,245ede3c-39e2-44af-8de2-86dffd0ab5dd:166:289
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,94c44e21-2973-4a41-919d-43aa6841e0b8:175:298
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,e14793b8-7532-4ba5-b9a3-d19ee2cb21b3:158:281
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,3ada1724-89b3-4190-83d0-8b2217b7aa5a:166:289
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,7e3c6771-57fe-431f-9369-c217f11e15c2:172:295
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,30d170b1-7064-4746-a63a-19d9572302e4:156:279
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,86d671c2-2ec3-44c7-8a65-1f2946a85d47:183:306
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,755481fd-b0ab-4de1-8832-7a29a42af347:169:292
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,cacd0527-b32b-4f01-856c-c58a677a202e:166:289
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,dd330cbb-60bc-462f-8b2b-2af5e0018ef8:175:298
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,26c15497-867c-47e8-93ec-5595823a72bf:158:281
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,dfef75de-8fb7-4f1d-acc3-38a52b773932:166:289
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,31e14c3d-daa7-4837-b78a-7fb4ffb057a2:172:295
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,b791b973-6da4-41ef-a269-b816891d6bb1:156:279
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,355072c6-35df-49d5-9bf7-e8f169b0e086:183:306
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,91f97e0f-c81f-415a-84d5-370c932bd526:169:292
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,d9a788c5-317a-4545-9184-c4acaa54f6b9:166:289
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,620349aa-de94-45c7-bea3-08ca78d848b7:175:298
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,fbeda479-a20d-43b0-a541-0d5f496f8c02:158:281
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,ea12cbd0-266d-47ee-9426-18e6b56939b5:166:289
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,8ad97832-a2d1-45f0-88b6-a8dd64480c89:172:295
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,c765ef3b-e306-481d-a9d9-c4b51cabd483:156:279
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,078d0e9f-afea-4d8c-a9ec-4b2cf9cff354:183:306
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,88f6e161-d522-4c46-bb57-17edf3ea149d:169:292
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,af9507d7-9513-40af-8985-7a14c802dd06:166:289
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,0972b605-8947-410f-bbe4-d0aec0bf97a0:175:298
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,bbf01234-6ced-4e3e-a097-db83ada51a61:158:281
122,topic_2,db868b3d-342c-4d03-9a79-64b27837b5e4:183:306,d1805529-6794-4f82-9eb4-2b3a9a4dfdef:166:289
122,topic_2,4ddce2f4-2e7c-40ce-a358-ced95c9942cc:92:157,3586b3d9-8cd0-425c-bfa4-12ede5ea224a:92:157
122,topic_2,4ddce2f4-2e7c-40ce-a358-ced95c9942cc:92:157,755481fd-b0ab-4de1-8832-7a29a42af347:92:157
122,topic_2,4ddce2f4-2e7c-40ce-a358-ced95c9942cc:92:157,91f97e0f-c81f-415a-84d5-370c932bd526:92:157
122,topic_2,4ddce2f4-2e7c-40ce-a358-ced95c9942cc:92:157,88f6e161-d522-4c46-bb57-17edf3ea149d:92:157
122,topic_2,6d371be9-6291-4691-ae7a-eaede59746de:92:146,e14793b8-7532-4ba5-b9a3-d19ee2cb21b3:92:146
122,topic_2,6d371be9-6291-4691-ae7a-eaede59746de:92:146,26c15497-867c-47e8-93ec-5595823a72bf:92:146
122,topic_2,6d371be9-6291-4691-ae7a-eaede59746de:92:146,fbeda479-a20d-43b0-a541-0d5f496f8c02:92:146
122,topic_2,6d371be9-6291-4691-ae7a-eaede59746de:92:146,bbf01234-6ced-4e3e-a097-db83ada51a61:92:146
122,topic_2,8c26928e-e3eb-4dd3-90be-d5b12363ac77:92:160,7e3c6771-57fe-431f-9369-c217f11e15c2:92:160
122,topic_2,8c26928e-e3eb-4dd3-90be-d5b12363ac77:92:160,31e14c3d-daa7-4837-b78a-7fb4ffb057a2:92:160
122,topic_2,8c26928e-e3eb-4dd3-90be-d5b12363ac77:92:160,8ad97832-a2d1-45f0-88b6-a8dd64480c89:92:160
122,topic_2,dafbf493-fce5-4ff2-ac2a-86155d8a0fda:92:144,30d170b1-7064-4746-a63a-19d9572302e4:92:144
122,topic_2,dafbf493-fce5-4ff2-ac2a-86155d8a0fda:92:144,b791b973-6da4-41ef-a269-b816891d6bb1:92:144
122,topic_2,dafbf493-fce5-4ff2-ac2a-86155d8a0fda:92:144,c765ef3b-e306-481d-a9d9-c4b51cabd483:92:144
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:92:144,83f19bd6-80ca-4441-a881-d2004183801b:92:144
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:92:144,134bae78-7167-451e-afad-02b78c8da8ca:92:144
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:92:144,d3a92ab7-7e9b-477c-81e7-8633e3d60814:92:144
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:92:144,dd86d365-40e0-4ec5-aab4-90c12c920c53:92:144
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,22236c00-4b51-4313-a985-7cf1e537969f:183:306
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,c83d9bce-ab60-4452-b79a-ccd638d43ee6:169:292
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,d226615a-4a1c-4d70-af18-6253612f95f2:166:289
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,869c5d2d-f919-41c0-8f97-bae23f58308b:175:298
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,b8497394-fb62-45b1-8984-6b4efe477636:158:281
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,76bce893-5b05-4244-a6d8-f51a7d58f8f7:166:289
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,c95ea662-f133-4aa2-935b-c5d5e70d9a92:172:295
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,83f19bd6-80ca-4441-a881-d2004183801b:156:279
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,6c5bcd57-8b0a-4adb-ab0d-f3a64a778d5d:183:306
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,a592b98a-452e-4389-b1fb-01ace97420f7:169:292
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,6e395e19-1736-4cc7-a1f6-cc4c8cc861f4:166:289
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,363ca5cf-4c83-432e-9453-3c796a805dba:175:298
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,56e92d66-ea1b-4f2b-8ebb-21e9c1300ca4:158:281
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,732083b3-b561-48c0-b999-f7a6b164a08f:166:289
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,939d8fe1-dee2-4943-bc52-15e4184567e3:172:295
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,134bae78-7167-451e-afad-02b78c8da8ca:156:279
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,b7796aab-652a-456e-b287-f46ed9b79f3a:183:306
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,4a830eaf-f575-4ea4-af48-92b85718092c:169:292
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,e9d472d3-0248-4bdc-9368-d98c4b7fe1d5:166:289
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,f7c061d5-3cbc-47b6-86c5-f9b899fc3c6c:175:298
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,6c372dbb-24da-4849-8193-316990d50ef3:158:281
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,90786c9b-461d-4e4d-977f-ed0764206480:166:289
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,2b8fbba4-7cd0-4572-ac24-33140a34b18a:172:295
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,d3a92ab7-7e9b-477c-81e7-8633e3d60814:156:279
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,1879f75f-58ac-4e30-8394-c044b73d32e5:183:306
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,190dad49-265d-4ca9-b319-59df31243126:169:292
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,3019b128-926b-4d22-a66a-10d2768cf952:166:289
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,3d8a2635-a47b-4b1c-9cc5-730423e07e65:175:298
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,919f56d4-1729-43af-8322-e1477b86d6c5:158:281
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,11881ce6-9779-4948-abc7-48ec00d23fca:166:289
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,b3ca921c-c677-48fc-ae56-e0bee510c7cb:172:295
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,dd86d365-40e0-4ec5-aab4-90c12c920c53:156:279
157,topic_2,a04243c7-d94e-474a-9d1d-5638006c00ed:156:279,f288bf66-fa18-4734-bb81-e0da8ef867ae:183:306
157,topic_2,c83d9bce-ab60-4452-b79a-ccd638d43ee6:92:157,a592b98a-452e-4389-b1fb-01ace97420f7:92:157
157,topic_2,c83d9bce-ab60-4452-b79a-ccd638d43ee6:92:157,4a830eaf-f575-4ea4-af48-92b85718092c:92:157
157,topic_2,c83d9bce-ab60-4452-b79a-ccd638d43ee6:92:157,190dad49-265d-4ca9-b319-59df31243126:92:157
157,topic_2,b8497394-fb62-45b1-8984-6b4efe477636:92:146,56e92d66-ea1b-4f2b-8ebb-21e9c1300ca4:92:146
157,topic_2,b8497394-fb62-45b1-8984-6b4efe477636:92:146,6c372dbb-24da-4849-8193-316990d50ef3:92:146
157,topic_2,b8497394-fb62-45b1-8984-6b4efe477636:92:146,919f56d4-1729-43af-8322-e1477b86d6c5:92:146
157,topic_2,c95ea662-f133-4aa2-935b-c5d5e70d9a92:92:160,939d8fe1-dee2-4943-bc52-15e4184567e3:92:160
157,topic_2,c95ea662-f133-4aa2-935b-c5d5e70d9a92:92:160,2b8fbba4-7cd0-4572-ac24-33140a34b18a:92:160
157,topic_2,c95ea662-f133-4aa2-935b-c5d5e70d9a92:92:160,b3ca921c-c677-48fc-ae56-e0bee510c7cb:92:160
158,topic_3,f9ec5e51-bc06-4de6-b40a-0ace8f9f72c2:206:329,f7b664fc-0cfa-4781-812c-624a595c7432:146:269
164,topic_2,6d5be118-cdb0-4c55-97c1-3e53da49a4de:166:289,2b27675e-7ca7-4534-9271-db0fba0f931f:175:298
164,topic_2,6d5be118-cdb0-4c55-97c1-3e53da49a4de:166:289,0d2d7329-5a56-4cf4-9725-e321651b8f15:158:281
164,topic_2,6d5be118-cdb0-4c55-97c1-3e53da49a4de:166:289,50ccfda5-6952-4a30-a8ea-1fcdd59de8d2:166:289
164,topic_2,6d5be118-cdb0-4c55-97c1-3e53da49a4de:166:289,3b095291-aa18-45fd-a1d9-65040f08d245:172:295
164,topic_2,6d5be118-cdb0-4c55-97c1-3e53da49a4de:166:289,5cce40ae-24aa-42d2-acb3-f72b961f237b:156:279
