turn,topic_id,topic,event_type,segmenter,extractor,episodes_evaluated,spans_evaluated,spans_eligible,survivors,records_written,marker_written,duplicates_collapsed,inference_calls
83,9e70a83c-4ce9-4b31-a2ac-10c273205492,topic_2,transition,spacy:en_core_web_sm:3.8.0:sentencizer,spacy:en_core_web_sm:3.8.0:ner,82,338,98,24,17,False,74,0
122,9e70a83c-4ce9-4b31-a2ac-10c273205492,topic_2,transition,spacy:en_core_web_sm:3.8.0:sentencizer,spacy:en_core_web_sm:3.8.0:ner,38,114,56,5,4,False,51,0
157,9e70a83c-4ce9-4b31-a2ac-10c273205492,topic_2,transition,spacy:en_core_web_sm:3.8.0:sentencizer,spacy:en_core_web_sm:3.8.0:ner,34,102,51,5,4,False,46,0
158,dff1e895-1a63-4b8d-b8c3-28cae7507d73,topic_3,transition,spacy:en_core_web_sm:3.8.0:sentencizer,spacy:en_core_web_sm:3.8.0:ner,3,10,9,8,7,False,1,0
164,9e70a83c-4ce9-4b31-a2ac-10c273205492,topic_2,transition,spacy:en_core_web_sm:3.8.0:sentencizer,spacy:en_core_web_sm:3.8.0:ner,6,18,9,4,3,False,5,0
