turn,stm_candidates,ltm_candidates,duplicates_removed,final_set_size,ltm_episodes_in_final_set,provenance_list
1,0,0,0,0,0,[]
2,0,0,0,0,0,[]
3,0,0,0,0,0,[]
4,0,0,0,0,0,[]
5,0,0,0,0,0,[]
6,0,0,0,0,0,[]
7,0,0,0,0,0,[]
8,0,0,0,0,0,[]
9,0,0,0,0,0,[]
10,0,0,0,0,0,[]
11,0,0,0,0,0,[]
12,0,0,0,0,0,[]
13,0,0,0,0,0,[]
14,0,0,0,0,0,[]
15,0,0,0,0,0,[]
16,0,0,0,0,0,[]
17,1,0,0,1,0,"[{""episode_id"":""baf5cda9-d8ae-4c39-a8cd-acf6c5f46a38"",""provenance"":""stm""}]"
18,2,0,0,2,0,"[{""episode_id"":""d446719f-0475-4f85-b03d-6bf82f5965c8"",""provenance"":""stm""},{""episode_id"":""79d5f1b1-e6ef-459c-ab72-be3fe4fc68e1"",""provenance"":""stm""}]"
19,1,0,0,1,0,"[{""episode_id"":""b28b5f78-58d1-42f2-87bb-46087ea8a742"",""provenance"":""stm""}]"
20,1,0,0,1,0,"[{""episode_id"":""0e3ac8c9-957f-4489-87a8-7ab67944d775"",""provenance"":""stm""}]"
21,1,0,0,1,0,"[{""episode_id"":""79d5f1b1-e6ef-459c-ab72-be3fe4fc68e1"",""provenance"":""stm""}]"
22,1,0,0,1,0,"[{""episode_id"":""baf5cda9-d8ae-4c39-a8cd-acf6c5f46a38"",""provenance"":""stm""}]"
23,1,0,0,1,0,"[{""episode_id"":""e8e36d59-50bf-4999-bedf-72c012dc436e"",""provenance"":""stm""}]"
24,1,0,0,1,0,"[{""episode_id"":""944ffda5-475b-44a3-9ffb-8d029a459d7b"",""provenance"":""stm""}]"
25,3,0,0,3,0,"[{""episode_id"":""56053cca-2943-4917-9434-a300001f3e26"",""provenance"":""stm""},{""episode_id"":""a7589bb8-5ba2-40ca-b608-e8d1719eb615"",""provenance"":""stm""},{""episode_id"":""baf5cda9-d8ae-4c39-a8cd-acf6c5f46a38"",""provenance"":""stm""}]"
26,4,0,0,4,0,"[{""episode_id"":""cc8bf056-dc64-4e55-993f-f17023544862"",""provenance"":""stm""},{""episode_id"":""d446719f-0475-4f85-b03d-6bf82f5965c8"",""provenance"":""stm""},{""episode_id"":""07539a5f-f98a-4454-94c4-c030161ad513"",""provenance"":""stm""},{""episode_id"":""79d5f1b1-e6ef-459c-ab72-be3fe4fc68e1"",""provenance"":""stm""}]"
27,2,0,0,2,0,"[{""episode_id"":""3d993f34-c333-4c3b-a37f-bebbf5943745"",""provenance"":""stm""},{""episode_id"":""b28b5f78-58d1-42f2-87bb-46087ea8a742"",""provenance"":""stm""}]"
28,2,0,0,2,0,"[{""episode_id"":""0e3ac8c9-957f-4489-87a8-7ab67944d775"",""provenance"":""stm""},{""episode_id"":""9f9929ba-5019-4a25-b67f-713f4fa901ce"",""provenance"":""stm""}]"
29,2,0,0,2,0,"[{""episode_id"":""07539a5f-f98a-4454-94c4-c030161ad513"",""provenance"":""stm""},{""episode_id"":""79d5f1b1-e6ef-459c-ab72-be3fe4fc68e1"",""provenance"":""stm""}]"
30,2,0,0,2,0,"[{""episode_id"":""a7589bb8-5ba2-40ca-b608-e8d1719eb615"",""provenance"":""stm""},{""episode_id"":""baf5cda9-d8ae-4c39-a8cd-acf6c5f46a38"",""provenance"":""stm""}]"
31,2,0,0,2,0,"[{""episode_id"":""9e53546f-7d97-43d6-b767-f4dd2d88714b"",""provenance"":""stm""},{""episode_id"":""e8e36d59-50bf-4999-bedf-72c012dc436e"",""provenance"":""stm""}]"
32,2,0,0,2,0,"[{""episode_id"":""8026d908-9795-4e57-8f12-3c5f0363b5df"",""provenance"":""stm""},{""episode_id"":""944ffda5-475b-44a3-9ffb-8d029a459d7b"",""provenance"":""stm""}]"
33,5,0,0,5,0,"[{""episode_id"":""56053cca-2943-4917-9434-a300001f3e26"",""provenance"":""stm""},{""episode_id"":""83cdb3bc-161c-4f59-aa53-9be3af111ecc"",""provenance"":""stm""},{""episode_id"":""4c8cdaa4-b580-499e-8b92-33668813ab39"",""provenance"":""stm""},{""episode_id"":""a7589bb8-5ba2-40ca-b608-e8d1719eb615"",""provenance"":""stm""},{""episode_id"":""baf5cda9-d8ae-4c39-a8cd-acf6c5f46a38"",""provenance"":""stm""}]"
34,6,0,0,6,0,"[{""episode_id"":""9f259fb0-84a2-43a7-be63-b71cf20f0fbc"",""provenance"":""stm""},{""episode_id"":""cc8bf056-dc64-4e55-993f-f17023544862"",""provenance"":""stm""},{""episode_id"":""d446719f-0475-4f85-b03d-6bf82f5965c8"",""provenance"":""stm""},{""episode_id"":""07539a5f-f98a-4454-94c4-c030161ad513"",""provenance"":""stm""},{""episode_id"":""4a932701-f9a8-4913-b73f-9bd516f48756"",""provenance"":""stm""},{""episode_id"":""79d5f1b1-e6ef-459c-ab72-be3fe4fc68e1"",""provenance"":""stm""}]"
35,3,0,0,3,0,"[{""episode_id"":""3d993f34-c333-4c3b-a37f-bebbf5943745"",""provenance"":""stm""},{""episode_id"":""5402615a-f982-483a-9d6c-1212e0501719"",""provenance"":""stm""},{""episode_id"":""b28b5f78-58d1-42f2-87bb-46087ea8a742"",""provenance"":""stm""}]"
36,3,0,0,3,0,"[{""episode_id"":""0e3ac8c9-957f-4489-87a8-7ab67944d775"",""provenance"":""stm""},{""episode_id"":""6ca616f0-187c-47be-a86b-df8da1147186"",""provenance"":""stm""},{""episode_id"":""9f9929ba-5019-4a25-b67f-713f4fa901ce"",""provenance"":""stm""}]"
37,3,0,0,3,0,"[{""episode_id"":""07539a5f-f98a-4454-94c4-c030161ad513"",""provenance"":""stm""},{""episode_id"":""4a932701-f9a8-4913-b73f-9bd516f48756"",""provenance"":""stm""},{""episode_id"":""79d5f1b1-e6ef-459c-ab72-be3fe4fc68e1"",""provenance"":""stm""}]"
38,3,0,0,3,0,"[{""episode_id"":""4c8cdaa4-b580-499e-8b92-33668813ab39"",""provenance"":""stm""},{""episode_id"":""a7589bb8-5ba2-40ca-b608-e8d1719eb615"",""provenance"":""stm""},{""episode_id"":""baf5cda9-d8ae-4c39-a8cd-acf6c5f46a38"",""provenance"":""stm""}]"
39,3,0,0,3,0,"[{""episode_id"":""696fd1bd-cd71-40e6-afc6-5eb606d179fc"",""provenance"":""stm""},{""episode_id"":""9e53546f-7d97-43d6-b767-f4dd2d88714b"",""provenance"":""stm""},{""episode_id"":""e8e36d59-50bf-4999-bedf-72c012dc436e"",""provenance"":""stm""}]"
40,0,0,0,0,0,[]
41,7,0,0,7,0,"[{""episode_id"":""56053cca-2943-4917-9434-a300001f3e26"",""provenance"":""stm""},{""episode_id"":""61361998-3cbc-4812-8d62-ae74a0118b09"",""provenance"":""stm""},{""episode_id"":""83cdb3bc-161c-4f59-aa53-9be3af111ecc"",""provenance"":""stm""},{""episode_id"":""4c8cdaa4-b580-499e-8b92-33668813ab39"",""provenance"":""stm""},{""episode_id"":""649e39f1-7346-4f2e-b8e4-a7237f53ef94"",""provenance"":""stm""},{""episode_id"":""a7589bb8-5ba2-40ca-b608-e8d1719eb615"",""provenance"":""stm""},{""episode_id"":""baf5cda9-d8ae-4c39-a8cd-acf6c5f46a38"",""provenance"":""stm""}]"
42,8,0,0,8,0,"[{""episode_id"":""9f259fb0-84a2-43a7-be63-b71cf20f0fbc"",""provenance"":""stm""},{""episode_id"":""cc8bf056-dc64-4e55-993f-f17023544862"",""provenance"":""stm""},{""episode_id"":""d446719f-0475-4f85-b03d-6bf82f5965c8"",""provenance"":""stm""},{""episode_id"":""fdf5c440-5c94-48b7-8dd3-02583ef5b387"",""provenance"":""stm""},{""episode_id"":""07539a5f-f98a-4454-94c4-c030161ad513"",""provenance"":""stm""},{""episode_id"":""4a932701-f9a8-4913-b73f-9bd516f48756"",""provenance"":""stm""},{""episode_id"":""79d5f1b1-e6ef-459c-ab72-be3fe4fc68e1"",""provenance"":""stm""},{""episode_id"":""f0d191fc-2820-4508-8648-c19140fcae2b"",""provenance"":""stm""}]"
43,4,0,0,4,0,"[{""episode_id"":""3d993f34-c333-4c3b-a37f-bebbf5943745"",""provenance"":""stm""},{""episode_id"":""48d54247-db43-4979-a059-7b6e93aaa318"",""provenance"":""stm""},{""episode_id"":""5402615a-f982-483a-9d6c-1212e0501719"",""provenance"":""stm""},{""episode_id"":""b28b5f78-58d1-42f2-87bb-46087ea8a742"",""provenance"":""stm""}]"
44,4,0,0,4,0,"[{""episode_id"":""0e3ac8c9-957f-4489-87a8-7ab67944d775"",""provenance"":""stm""},{""episode_id"":""6ca616f0-187c-47be-a86b-df8da1147186"",""provenance"":""stm""},{""episode_id"":""9f9929ba-5019-4a25-b67f-713f4fa901ce"",""provenance"":""stm""},{""episode_id"":""df8ec4b5-1774-44cf-8f0d-450e574629e5"",""provenance"":""stm""}]"
45,4,0,0,4,0,"[{""episode_id"":""07539a5f-f98a-4454-94c4-c030161ad513"",""provenance"":""stm""},{""episode_id"":""4a932701-f9a8-4913-b73f-9bd516f48756"",""provenance"":""stm""},{""episode_id"":""79d5f1b1-e6ef-459c-ab72-be3fe4fc68e1"",""provenance"":""stm""},{""episode_id"":""f0d191fc-2820-4508-8648-c19140fcae2b"",""provenance"":""stm""}]"
46,4,0,0,4,0,"[{""episode_id"":""4c8cdaa4-b580-499e-8b92-33668813ab39"",""provenance"":""stm""},{""episode_id"":""649e39f1-7346-4f2e-b8e4-a7237f53ef94"",""provenance"":""stm""},{""episode_id"":""a7589bb8-5ba2-40ca-b608-e8d1719eb615"",""provenance"":""stm""},{""episode_id"":""baf5cda9-d8ae-4c39-a8cd-acf6c5f46a38"",""provenance"":""stm""}]"
47,4,0,0,4,0,"[{""episode_id"":""279e318c-6f86-40d6-b6e9-54db1363905d"",""provenance"":""stm""},{""episode_id"":""696fd1bd-cd71-40e6-afc6-5eb606d179fc"",""provenance"":""stm""},{""episode_id"":""9e53546f-7d97-43d6-b767-f4dd2d88714b"",""provenance"":""stm""},{""episode_id"":""e8e36d59-50bf-4999-bedf-72c012dc436e"",""provenance"":""stm""}]"
48,3,0,0,3,0,"[{""episode_id"":""8026d908-9795-4e57-8f12-3c5f0363b5df"",""provenance"":""stm""},{""episode_id"":""944ffda5-475b-44a3-9ffb-8d029a459d7b"",""provenance"":""stm""},{""episode_id"":""ee45e614-5d14-41ab-b8c6-b2f1281357bb"",""provenance"":""stm""}]"
49,9,0,0,9,0,"[{""episode_id"":""4bbb2bcb-30c9-48ca-b28e-c40d9e28f244"",""provenance"":""stm""},{""episode_id"":""56053cca-2943-4917-9434-a300001f3e26"",""provenance"":""stm""},{""episode_id"":""61361998-3cbc-4812-8d62-ae74a0118b09"",""provenance"":""stm""},{""episode_id"":""83cdb3bc-161c-4f59-aa53-9be3af111ecc"",""provenance"":""stm""},{""episode_id"":""4c8cdaa4-b580-499e-8b92-33668813ab39"",""provenance"":""stm""},{""episode_id"":""649e39f1-7346-4f2e-b8e4-a7237f53ef94"",""provenance"":""stm""},{""episode_id"":""a7589bb8-5ba2-40ca-b608-e8d1719eb615"",""provenance"":""stm""},{""episode_id"":""baf5cda9-d8ae-4c39-a8cd-acf6c5f46a38"",""provenance"":""stm""},{""episode_id"":""cc9db771-1f72-4bac-828e-4687bd63d1e3"",""provenance"":""stm""}]"
50,10,0,0,10,0,"[{""episode_id"":""50926c2a-adf4-4b64-9b3b-1b48db765288"",""provenance"":""stm""},{""episode_id"":""9f259fb0-84a2-43a7-be63-b71cf20f0fbc"",""provenance"":""stm""},{""episode_id"":""cc8bf056-dc64-4e55-993f-f17023544862"",""provenance"":""stm""},{""episode_id"":""d446719f-0475-4f85-b03d-6bf82f5965c8"",""provenance"":""stm""},{""episode_id"":""fdf5c440-5c94-48b7-8dd3-02583ef5b387"",""provenance"":""stm""},{""episode_id"":""07539a5f-f98a-4454-94c4-c030161ad513"",""provenance"":""stm""},{""episode_id"":""4a932701-f9a8-4913-b73f-9bd516f48756"",""provenance"":""stm""},{""episode_id"":""79d5f1b1-e6ef-459c-ab72-be3fe4fc68e1"",""provenance"":""stm""},{""episode_id"":""a2ac0247-893a-4f38-9dba-06ec963acfee"",""provenance"":""stm""},{""episode_id"":""f0d191fc-2820-4508-8648-c19140fcae2b"",""provenance"":""stm""}]"
51,5,0,0,5,0,"[{""episode_id"":""3d993f34-c333-4c3b-a37f-bebbf5943745"",""provenance"":""stm""},{""episode_id"":""48d54247-db43-4979-a059-7b6e93aaa318"",""provenance"":""stm""},{""episode_id"":""5402615a-f982-483a-9d6c-1212e0501719"",""provenance"":""stm""},{""episode_id"":""70731cdd-9e6a-4b15-81cf-dc35e1a0843f"",""provenance"":""stm""},{""episode_id"":""b28b5f78-58d1-42f2-87bb-46087ea8a742"",""provenance"":""stm""}]"
52,5,0,0,5,0,"[{""episode_id"":""0e3ac8c9-957f-4489-87a8-7ab67944d775"",""provenance"":""stm""},{""episode_id"":""54baa9bc-85a5-4052-9def-74c66a4d8600"",""provenance"":""stm""},{""episode_id"":""6ca616f0-187c-47be-a86b-df8da1147186"",""provenance"":""stm""},{""episode_id"":""9f9929ba-5019-4a25-b67f-713f4fa901ce"",""provenance"":""stm""},{""episode_id"":""df8ec4b5-1774-44cf-8f0d-450e574629e5"",""provenance"":""stm""}]"
53,5,0,0,5,0,"[{""episode_id"":""07539a5f-f98a-4454-94c4-c030161ad513"",""provenance"":""stm""},{""episode_id"":""4a932701-f9a8-4913-b73f-9bd516f48756"",""provenance"":""stm""},{""episode_id"":""79d5f1b1-e6ef-459c-ab72-be3fe4fc68e1"",""provenance"":""stm""},{""episode_id"":""a2ac0247-893a-4f38-9dba-06ec963acfee"",""provenance"":""stm""},{""episode_id"":""f0d191fc-2820-4508-8648-c19140fcae2b"",""provenance"":""stm""}]"
54,5,0,0,5,0,"[{""episode_id"":""4c8cdaa4-b580-499e-8b92-33668813ab39"",""provenance"":""stm""},{""episode_id"":""649e39f1-7346-4f2e-b8e4-a7237f53ef94"",""provenance"":""stm""},{""episode_id"":""a7589bb8-5ba2-40ca-b608-e8d1719eb615"",""provenance"":""stm""},{""episode_id"":""baf5cda9-d8ae-4c39-a8cd-acf6c5f46a38"",""provenance"":""stm""},{""episode_id"":""cc9db771-1f72-4bac-828e-4687bd63d1e3"",""provenance"":""stm""}]"
