event_type,turn,topic_a,topic_b,domains_a,domains_b,connecting_similarity,probe_turns
probe_bridge_blocked,130,topic_2,topic_3,epidemiology;structural,epidemiology,0.5742168426513672,112;113;114;115;116;117;118;119;120;121
probe_bridge_blocked,140,topic_2,topic_3,epidemiology;structural,epidemiology,0.5892146825790405,112;113;114;115;116;117;118;119;120;121
probe_bridge_blocked,150,topic_2,topic_3,epidemiology;structural,epidemiology,0.6007171273231506,112;113;114;115;116;117;118;119;120;121
probe_bridge_blocked,160,topic_2,topic_3,epidemiology;structural,epidemiology,0.6588735580444336,112;113;114;115;116;117;118;119;120;121
probe_bridge_blocked,170,topic_2,topic_3,archives;epidemiology;structural,epidemiology,0.6633442044258118,112;113;114;115;116;117;118;119;120;121
probe_bridge_blocked,180,topic_2,topic_3,archives;epidemiology;structural,epidemiology,0.6660975217819214,112;113;114;115;116;117;118;119;120;121
probe_bridge_blocked,190,topic_2,topic_3,archives;epidemiology;structural,epidemiology,0.6676157712936401,112;113;114;115;116;117;118;119;120;121
probe_bridge_blocked,200,topic_2,topic_3,archives;epidemiology;structural,epidemiology,0.6681461930274963,112;113;114;115;116;117;118;119;120;121
