turn,k_count,episode_id,similarity_score,topic_label,k_only
13,4,667193da-af67-4f58-b766-01e727562e6d,0.5741125345230103,topic_2,True
15,4,667193da-af67-4f58-b766-01e727562e6d,0.6365338563919067,topic_2,True
18,5,667193da-af67-4f58-b766-01e727562e6d,0.5241978168487549,topic_2,True
18,5,d24afc70-1465-4437-b3fb-88348b4052fd,0.5423546433448792,topic_2,True
20,6,667193da-af67-4f58-b766-01e727562e6d,0.5544868111610413,topic_2,True
20,6,d24afc70-1465-4437-b3fb-88348b4052fd,0.5424630641937256,topic_2,True
21,5,667193da-af67-4f58-b766-01e727562e6d,0.5963162183761597,topic_2,True
21,5,d24afc70-1465-4437-b3fb-88348b4052fd,0.5536676645278931,topic_2,True
22,7,667193da-af67-4f58-b766-01e727562e6d,0.5271010994911194,topic_2,True
22,7,d24afc70-1465-4437-b3fb-88348b4052fd,0.5865262150764465,topic_2,True
22,7,6a2c1970-83a1-45e3-b9cf-0c6bbb3c54b8,0.5333432555198669,topic_2,True
23,5,2c042304-224e-49fb-8a3d-7052a621db53,0.5639853477478027,topic_2,True
25,6,2c042304-224e-49fb-8a3d-7052a621db53,0.5214939713478088,topic_2,True
25,6,d24afc70-1465-4437-b3fb-88348b4052fd,0.5554142594337463,topic_2,True
25,6,6a2c1970-83a1-45e3-b9cf-0c6bbb3c54b8,0.533575177192688,topic_2,True
27,3,667193da-af67-4f58-b766-01e727562e6d,0.5075883865356445,topic_2,True
27,3,d24afc70-1465-4437-b3fb-88348b4052fd,0.5360870957374573,topic_2,True
43,1,adb2d4b2-b6d4-47ee-83d6-97ba9fffc05b,0.5200240612030029,topic_3,True
56,2,adb2d4b2-b6d4-47ee-83d6-97ba9fffc05b,0.5246661901473999,topic_3,True
57,1,ad6f9f76-229b-4053-874b-6904ceddc245,0.7113039493560791,topic_3,True
58,1,ad6f9f76-229b-4053-874b-6904ceddc245,0.632774293422699,topic_3,True
59,1,ad6f9f76-229b-4053-874b-6904ceddc245,0.6312879920005798,topic_3,True
60,1,ad6f9f76-229b-4053-874b-6904ceddc245,0.691191554069519,topic_3,True
75,1,c6345cb1-0a59-4a2a-8043-de240dffac6b,0.5647255182266235,topic_4,True
76,1,1170132e-6bcd-4bcb-9edf-91d13bd14a59,0.5381606221199036,topic_4,True
79,1,fb047413-33b5-46b1-8fd8-0ee2ff840d49,0.5345475673675537,topic_4,True
84,1,254d39b0-2ed0-4a84-bf42-3667bbc6c4a0,0.5154321193695068,topic_4,True
86,1,1170132e-6bcd-4bcb-9edf-91d13bd14a59,0.5275096297264099,topic_4,True
93,1,178858dd-f71a-42fc-aee1-8db1fa355665,0.5992394089698792,topic_5,True
97,1,178858dd-f71a-42fc-aee1-8db1fa355665,0.5717108845710754,topic_5,True
99,2,178858dd-f71a-42fc-aee1-8db1fa355665,0.655841588973999,topic_5,True
99,2,67cdcbd0-bddd-4437-a146-519c54abb1ab,0.5041679739952087,topic_5,True
102,1,bd069e60-e365-4b51-8d98-ae8fb6e2cbf8,0.6550237536430359,topic_5,True
103,2,bd069e60-e365-4b51-8d98-ae8fb6e2cbf8,0.5435795783996582,topic_5,True
103,2,5fee57c9-a57e-4cae-88fa-6f6296f49bf7,0.5183149576187134,topic_5,True
104,1,bd069e60-e365-4b51-8d98-ae8fb6e2cbf8,0.6219925880432129,topic_5,True
105,1,bd069e60-e365-4b51-8d98-ae8fb6e2cbf8,0.6579884886741638,topic_5,True
106,2,178858dd-f71a-42fc-aee1-8db1fa355665,0.5435041189193726,topic_5,True
106,2,bd069e60-e365-4b51-8d98-ae8fb6e2cbf8,0.6374356746673584,topic_5,True
107,1,bd069e60-e365-4b51-8d98-ae8fb6e2cbf8,0.6085329651832581,topic_5,True
108,1,bd069e60-e365-4b51-8d98-ae8fb6e2cbf8,0.6040069460868835,topic_5,True
109,1,bd069e60-e365-4b51-8d98-ae8fb6e2cbf8,0.628141462802887,topic_5,True
110,1,bd069e60-e365-4b51-8d98-ae8fb6e2cbf8,0.5525698661804199,topic_5,True
111,1,bd069e60-e365-4b51-8d98-ae8fb6e2cbf8,0.7168292999267578,topic_5,True
115,1,ad6f9f76-229b-4053-874b-6904ceddc245,0.5919453501701355,topic_3,True
116,2,adb2d4b2-b6d4-47ee-83d6-97ba9fffc05b,0.5747127532958984,topic_3,True
117,3,ad6f9f76-229b-4053-874b-6904ceddc245,0.6678073406219482,topic_3,True
117,3,6de4bb7e-ccb0-4d75-8f13-af9afa8d697c,0.50040602684021,topic_3,True
117,3,9004a117-eb22-437d-8cf8-5b2c2f78d039,0.6929879784584045,topic_3,True
118,1,bd069e60-e365-4b51-8d98-ae8fb6e2cbf8,0.6922352910041809,topic_5,True
