turn,tokens_per_second,time_to_first_token,output_tokens,estimated_tokens
1,39.55676782920876,0.025280124107147067,112,187
2,37.78174395315686,0.026467809459506032,74,418
3,37.785872263983656,0.026464917708229525,96,572
4,42.597959192568936,0.023475303018141925,497,767
5,42.18039416219461,0.023707696901900426,581,1423
6,41.991633126157716,0.023814267880357173,769,2229
7,41.61124114809051,0.024031967622429085,837,3275
8,41.25332998416548,0.024240467384907743,1021,4376
9,40.30579463498467,0.02481032836732659,980,5681
10,38.750358603306466,0.025806212795013272,805,6933
11,38.411188075857936,0.026034081477123494,853,7973
12,38.20166980608475,0.026176866222761816,826,8092
13,37.09842186891467,0.026955324502304912,653,8104
14,36.43897649464551,0.02744314182773339,569,7838
15,39.023840536386736,0.025625360965371328,953,7744
16,38.874388545645445,0.025723877272714458,990,8198
17,38.5245909210867,0.025957446298349743,905,8154
18,38.16526120870395,0.02620183822486037,845,7910
19,38.460730021659934,0.026000546516845358,890,8049
20,38.42468764935679,0.02602493503982301,879,8041
21,37.537255341855875,0.026640200272846033,733,8063
22,38.48604058966256,0.025983447106497165,864,7889
23,38.60158521913037,0.02590567186096842,892,8054
24,38.23522326735482,0.02615389461721278,836,8092
25,37.37991009680511,0.02675233828573255,700,7999
26,36.778496056590974,0.027189801302948947,614,7901
27,38.613875138035084,0.025897426674355954,866,7849
28,38.70422343559049,0.02583697362289536,944,8108
29,37.77297258120343,0.026473955626611697,782,8143
30,36.75283301614495,0.027208786858980788,624,7951
31,40.22864733373153,0.024857907642385598,1387,7830
32,39.86815757700506,0.025082674012926413,1393,8635
33,37.81432216649777,0.026445006619369386,846,8705
34,38.1579463488326,0.026206861104583368,851,8124
35,37.58444099649039,0.02660675464332114,743,8172
36,38.2387759734488,0.026151464698931592,847,8035
37,37.2444801461248,0.026849616267339622,793,9156
38,37.24488927935266,0.026849321325660834,694,8040
39,38.40128521312177,0.02604079510490703,858,7919
40,38.61070091988839,0.02589955572355071,926,8206
41,37.02867170227427,0.02700609970674645,682,8178
42,37.31307084334621,0.02680025999999738,700,7910
43,36.86605505746249,0.02712522396121085,722,8986
44,37.73475228528033,0.026500770230048192,739,7982
45,36.099924790142545,0.02770088873628513,728,10172
46,37.86205144175679,0.026411669783352874,877,9083
47,39.421718560798624,0.02536672769498209,1141,8246
48,38.56368666524312,0.025931130720997304,957,8429
49,38.6572030719842,0.02586840020831005,960,8260
50,39.75570506019627,0.025153622567776014,1254,8328
51,39.39593496336551,0.025383329547322718,1215,8518
52,38.97453463361318,0.02565777909603468,1062,8495
53,36.344497454828975,0.027514481421647315,619,8351
54,37.0632446751741,0.026980908141316224,651,7876
55,34.938695934369846,0.028621560514978505,466,7936
56,35.8606095247557,0.027885750221553502,677,9863
57,36.15074961526462,0.02766194368422587,570,7951
58,37.03471786005126,0.02700169078589589,738,9010
59,36.91456117450761,0.027089581135006913,652,7948
60,37.29406740169432,0.026813916251853198,683,7838
61,37.95717991321964,0.026345476726307642,782,7919
62,37.39205978671741,0.026743645728637414,796,9096
63,37.06030393987195,0.026983049076511573,758,9125
64,39.25541527150602,0.025474192365145126,1205,9039
65,37.85079880172956,0.026419521691951872,922,9577
66,36.6648042155229,0.027274112637334817,728,9222
67,35.64497422935211,0.028054445868459708,593,9059
68,39.48769619489302,0.02532434394411014,1288,8944
69,38.380329527829325,0.026055013396247852,1060,9616
70,36.32971075973928,0.02752568019639187,611,8423
71,38.5636909678252,0.025931127827840152,999,8921
72,38.25304824183954,0.02614170754910567,967,9402
73,38.31388617884507,0.02610019759760491,999,9311
74,35.77582268879313,0.027951837996817126,629,9353
75,38.51779530365749,0.02596202591857702,1007,8936
76,37.53779127035506,0.026639819929675405,853,9414
77,38.46058703266049,0.026000643181831994,1012,9181
78,38.21560064450944,0.026167323897437502,975,9296
79,34.8513571039726,0.02869328723747211,619,10409
80,36.480750392541445,0.027411716843534332,754,10147
81,36.61822595460339,0.02730880521737255,690,9081
82,38.15080151711975,0.026211769090913096,935,8890
83,38.155049461205536,0.0262088508368141,956,9335
84,37.58980881279386,0.026602955204700202,855,9212
85,37.14639032435385,0.026920516132744716,874,10219
86,37.97686814384156,0.026331818522064277,1042,10416
87,35.8340968027862,0.02790638216733977,729,10587
88,38.01758554835544,0.026303616749361346,806,8132
89,36.627421577517275,0.027301949111641053,788,10443
90,33.18723766056984,0.030132064928926342,422,9213
91,38.52282264772412,0.02595863779621244,844,7687
92,37.62030536597372,0.02658138976470047,850,9220
93,38.54090106396077,0.02594646135388595,1167,10288
94,36.82002104752661,0.027159137109379117,768,9613
95,36.546493679255576,0.027362406056688753,776,10096
96,38.828786827282414,0.025754088183289985,1244,10191
97,37.705404237164515,0.026521397137398813,1048,10631
98,37.57627730838591,0.02661253513202144,871,9483
99,38.75657493179897,0.02580207362904818,1240,10277
100,35.272992879721265,0.028350301983444914,605,9531
101,35.89913159029285,0.027855827027035956,814,11356
102,36.03361292949698,0.02775186606895596,725,10260
103,35.67324183423546,0.02803221542484833,765,11214
104,36.686571760966224,0.02725792986369961,807,10135
105,37.26408100933149,0.026835493400456722,894,10252
106,37.55754832260411,0.026625806120527503,1062,11329
107,35.879349302298586,0.027871185499340582,731,10418
108,37.12445563278788,0.02693642190720264,776,8981
109,38.77469958658952,0.025790012834705663,1083,9062
110,35.97021130594138,0.0278007819163082,741,10496
111,37.71130022781865,0.026517250637312313,863,8937
112,15.888326374590555,0.06293929117664983,68,8164
113,16.843580406243237,0.05936979999984684,67,7130
114,20.028295061634868,0.0499293622808437,114,9273
115,24.465481072259443,0.04087391525416866,177,9358
116,30.388388020997414,0.03290730654449429,382,11376
117,33.46609395791677,0.02988098943538163,549,11094
118,34.33574440838707,0.02912416833332827,480,8693
119,30.72144306702212,0.03255055427632071,304,8581
120,38.259753775166665,0.026137125865380556,1040,9802
121,27.733094434334085,0.0360580029166158,240,9166
