turn,stm_candidates,ltm_candidates,duplicates_removed,final_set_size,ltm_episodes_in_final_set,provenance_list
1,0,0,0,0,0,[]
2,0,0,0,0,0,[]
3,0,0,0,0,0,[]
4,0,0,0,0,0,[]
5,0,0,0,0,0,[]
6,0,0,0,0,0,[]
7,0,0,0,0,0,[]
8,0,0,0,0,0,[]
9,0,0,0,0,0,[]
10,0,0,0,0,0,[]
11,0,0,0,0,0,[]
12,0,0,0,0,0,[]
13,1,0,0,1,0,"[{""episode_id"":""667193da-af67-4f58-b766-01e727562e6d"",""provenance"":""stm""}]"
14,0,0,0,0,0,[]
15,1,0,0,1,0,"[{""episode_id"":""667193da-af67-4f58-b766-01e727562e6d"",""provenance"":""stm""}]"
16,0,0,0,0,0,[]
17,0,0,0,0,0,[]
18,2,0,0,2,0,"[{""episode_id"":""667193da-af67-4f58-b766-01e727562e6d"",""provenance"":""stm""},{""episode_id"":""d24afc70-1465-4437-b3fb-88348b4052fd"",""provenance"":""stm""}]"
19,0,0,0,0,0,[]
20,2,0,0,2,0,"[{""episode_id"":""667193da-af67-4f58-b766-01e727562e6d"",""provenance"":""stm""},{""episode_id"":""d24afc70-1465-4437-b3fb-88348b4052fd"",""provenance"":""stm""}]"
21,2,0,0,2,0,"[{""episode_id"":""667193da-af67-4f58-b766-01e727562e6d"",""provenance"":""stm""},{""episode_id"":""d24afc70-1465-4437-b3fb-88348b4052fd"",""provenance"":""stm""}]"
22,3,0,0,3,0,"[{""episode_id"":""667193da-af67-4f58-b766-01e727562e6d"",""provenance"":""stm""},{""episode_id"":""d24afc70-1465-4437-b3fb-88348b4052fd"",""provenance"":""stm""},{""episode_id"":""6a2c1970-83a1-45e3-b9cf-0c6bbb3c54b8"",""provenance"":""stm""}]"
23,1,0,0,1,0,"[{""episode_id"":""2c042304-224e-49fb-8a3d-7052a621db53"",""provenance"":""stm""}]"
24,0,0,0,0,0,[]
25,3,0,0,3,0,"[{""episode_id"":""2c042304-224e-49fb-8a3d-7052a621db53"",""provenance"":""stm""},{""episode_id"":""d24afc70-1465-4437-b3fb-88348b4052fd"",""provenance"":""stm""},{""episode_id"":""6a2c1970-83a1-45e3-b9cf-0c6bbb3c54b8"",""provenance"":""stm""}]"
26,0,0,0,0,0,[]
27,2,0,0,2,0,"[{""episode_id"":""667193da-af67-4f58-b766-01e727562e6d"",""provenance"":""stm""},{""episode_id"":""d24afc70-1465-4437-b3fb-88348b4052fd"",""provenance"":""stm""}]"
28,0,0,0,0,0,[]
29,0,0,0,0,0,[]
30,0,0,0,0,0,[]
31,0,0,0,0,0,[]
32,0,0,0,0,0,[]
33,0,0,0,0,0,[]
34,0,0,0,0,0,[]
35,0,0,0,0,0,[]
36,0,0,0,0,0,[]
37,0,0,0,0,0,[]
38,0,0,0,0,0,[]
39,0,0,0,0,0,[]
40,0,0,0,0,0,[]
41,0,0,0,0,0,[]
42,0,0,0,0,0,[]
43,1,0,0,1,0,"[{""episode_id"":""adb2d4b2-b6d4-47ee-83d6-97ba9fffc05b"",""provenance"":""stm""}]"
44,0,0,0,0,0,[]
45,0,0,0,0,0,[]
46,0,0,0,0,0,[]
47,0,0,0,0,0,[]
48,0,0,0,0,0,[]
49,0,0,0,0,0,[]
50,0,0,0,0,0,[]
51,0,0,0,0,0,[]
52,0,0,0,0,0,[]
53,0,0,0,0,0,[]
54,0,0,0,0,0,[]
55,0,0,0,0,0,[]
56,1,0,0,1,0,"[{""episode_id"":""adb2d4b2-b6d4-47ee-83d6-97ba9fffc05b"",""provenance"":""stm""}]"
57,1,0,0,1,0,"[{""episode_id"":""ad6f9f76-229b-4053-874b-6904ceddc245"",""provenance"":""stm""}]"
58,1,0,0,1,0,"[{""episode_id"":""ad6f9f76-229b-4053-874b-6904ceddc245"",""provenance"":""stm""}]"
59,1,0,0,1,0,"[{""episode_id"":""ad6f9f76-229b-4053-874b-6904ceddc245"",""provenance"":""stm""}]"
60,1,0,0,1,0,"[{""episode_id"":""ad6f9f76-229b-4053-874b-6904ceddc245"",""provenance"":""stm""}]"
61,0,0,0,0,0,[]
62,0,0,0,0,0,[]
63,0,0,0,0,0,[]
64,0,0,0,0,0,[]
65,0,0,0,0,0,[]
66,0,0,0,0,0,[]
67,0,0,0,0,0,[]
68,0,0,0,0,0,[]
69,0,0,0,0,0,[]
70,0,0,0,0,0,[]
71,0,0,0,0,0,[]
72,0,0,0,0,0,[]
73,0,0,0,0,0,[]
74,0,0,0,0,0,[]
75,1,0,0,1,0,"[{""episode_id"":""c6345cb1-0a59-4a2a-8043-de240dffac6b"",""provenance"":""stm""}]"
76,1,0,0,1,0,"[{""episode_id"":""1170132e-6bcd-4bcb-9edf-91d13bd14a59"",""provenance"":""stm""}]"
77,0,0,0,0,0,[]
78,0,0,0,0,0,[]
79,1,0,0,1,0,"[{""episode_id"":""fb047413-33b5-46b1-8fd8-0ee2ff840d49"",""provenance"":""stm""}]"
80,0,0,0,0,0,[]
81,0,0,0,0,0,[]
82,0,0,0,0,0,[]
83,0,0,0,0,0,[]
84,1,0,0,1,0,"[{""episode_id"":""254d39b0-2ed0-4a84-bf42-3667bbc6c4a0"",""provenance"":""stm""}]"
85,0,0,0,0,0,[]
86,1,0,0,1,0,"[{""episode_id"":""1170132e-6bcd-4bcb-9edf-91d13bd14a59"",""provenance"":""stm""}]"
87,0,0,0,0,0,[]
88,0,0,0,0,0,[]
89,0,0,0,0,0,[]
90,0,0,0,0,0,[]
91,0,0,0,0,0,[]
92,0,0,0,0,0,[]
93,1,0,0,1,0,"[{""episode_id"":""178858dd-f71a-42fc-aee1-8db1fa355665"",""provenance"":""stm""}]"
94,0,0,0,0,0,[]
95,0,0,0,0,0,[]
96,0,0,0,0,0,[]
97,1,0,0,1,0,"[{""episode_id"":""178858dd-f71a-42fc-aee1-8db1fa355665"",""provenance"":""stm""}]"
98,0,0,0,0,0,[]
99,2,0,0,2,0,"[{""episode_id"":""178858dd-f71a-42fc-aee1-8db1fa355665"",""provenance"":""stm""},{""episode_id"":""67cdcbd0-bddd-4437-a146-519c54abb1ab"",""provenance"":""stm""}]"
100,0,0,0,0,0,[]
101,0,0,0,0,0,[]
102,1,0,0,1,0,"[{""episode_id"":""bd069e60-e365-4b51-8d98-ae8fb6e2cbf8"",""provenance"":""stm""}]"
103,2,0,0,2,0,"[{""episode_id"":""bd069e60-e365-4b51-8d98-ae8fb6e2cbf8"",""provenance"":""stm""},{""episode_id"":""5fee57c9-a57e-4cae-88fa-6f6296f49bf7"",""provenance"":""stm""}]"
104,1,0,0,1,0,"[{""episode_id"":""bd069e60-e365-4b51-8d98-ae8fb6e2cbf8"",""provenance"":""stm""}]"
105,1,0,0,1,0,"[{""episode_id"":""bd069e60-e365-4b51-8d98-ae8fb6e2cbf8"",""provenance"":""stm""}]"
106,2,0,0,2,0,"[{""episode_id"":""178858dd-f71a-42fc-aee1-8db1fa355665"",""provenance"":""stm""},{""episode_id"":""bd069e60-e365-4b51-8d98-ae8fb6e2cbf8"",""provenance"":""stm""}]"
107,1,0,0,1,0,"[{""episode_id"":""bd069e60-e365-4b51-8d98-ae8fb6e2cbf8"",""provenance"":""stm""}]"
108,1,0,0,1,0,"[{""episode_id"":""bd069e60-e365-4b51-8d98-ae8fb6e2cbf8"",""provenance"":""stm""}]"
109,1,0,0,1,0,"[{""episode_id"":""bd069e60-e365-4b51-8d98-ae8fb6e2cbf8"",""provenance"":""stm""}]"
110,1,0,0,1,0,"[{""episode_id"":""bd069e60-e365-4b51-8d98-ae8fb6e2cbf8"",""provenance"":""stm""}]"
111,1,0,0,1,0,"[{""episode_id"":""bd069e60-e365-4b51-8d98-ae8fb6e2cbf8"",""provenance"":""stm""}]"
112,0,0,0,0,0,[]
113,0,0,0,0,0,[]
114,0,0,0,0,0,[]
115,1,0,0,1,0,"[{""episode_id"":""ad6f9f76-229b-4053-874b-6904ceddc245"",""provenance"":""stm""}]"
116,1,0,0,1,0,"[{""episode_id"":""adb2d4b2-b6d4-47ee-83d6-97ba9fffc05b"",""provenance"":""stm""}]"
117,3,0,0,3,0,"[{""episode_id"":""ad6f9f76-229b-4053-874b-6904ceddc245"",""provenance"":""stm""},{""episode_id"":""6de4bb7e-ccb0-4d75-8f13-af9afa8d697c"",""provenance"":""stm""},{""episode_id"":""9004a117-eb22-437d-8cf8-5b2c2f78d039"",""provenance"":""stm""}]"
118,1,0,0,1,0,"[{""episode_id"":""bd069e60-e365-4b51-8d98-ae8fb6e2cbf8"",""provenance"":""stm""}]"
119,0,0,0,0,0,[]
120,0,0,0,0,0,[]
121,0,0,0,0,0,[]
