turn,tokens_per_second,time_to_first_token,output_tokens,estimated_tokens
1,38.72086721434598,0.02582586785735787,56,182
2,41.48098570035732,0.024107430985936908,71,333
3,40.591539985015764,0.0246356753246895,77,472
4,46.653727163049,0.021434514685292425,429,622
5,45.59100411068836,0.02193415169299945,443,1149
6,46.669839224058805,0.021427114741044345,753,1739
7,45.377203026559684,0.02203749753845981,650,2741
8,45.82278017813146,0.02182320662588783,981,3610
9,45.21400856041491,0.022117039206196485,1033,4893
10,43.82332947345,0.022818896054117514,887,6175
11,43.61198101379595,0.0229294789357004,902,7205
12,39.161151520616365,0.025535510606054333,462,7293
13,41.45780035534821,0.024120913107513582,679,7857
14,40.12165015443593,0.02492419918300489,612,8164
15,43.08748334229912,0.02320859614973838,935,7387
16,42.023674256887666,0.023796110589642226,831,8051
17,42.57891665921926,0.02348580185831192,861,7507
18,39.87780178079957,0.02507660792078769,606,8001
19,42.19147532431464,0.023701470316296505,822,7716
20,43.19241193268854,0.023152214827882482,1133,8065
21,41.16492376914974,0.024292526462770494,752,8146
22,40.69875658517616,0.024570775225212484,666,8068
23,42.26664343330329,0.023659318998869614,879,8027
24,41.77889529561528,0.02393552995894917,731,8089
25,42.63193649455431,0.02345659339513553,863,8007
26,41.45119650423869,0.02412475596205631,738,8004
27,41.531421907389834,0.024078154661544744,783,8071
28,42.26704242033375,0.023659095662650904,830,7647
29,42.368126419779564,0.023602648606456902,897,8088
30,42.53061951910602,0.023512471986230302,871,7688
31,43.68927786472308,0.02288891116709096,1191,8072
32,41.98572387814863,0.023817619600943633,852,8096
33,41.23500621956962,0.024251239218327374,742,8079
34,43.447321223495415,0.023016378728068065,912,8107
35,42.85737234988771,0.023333208387952418,763,8079
36,41.491412876844485,0.024101372565167083,729,8083
37,41.98743408478366,0.023816649476144158,859,8114
38,41.62316048832373,0.02402508575197031,758,8109
39,41.67974652247389,0.02399246836735909,784,8134
40,43.10232834281287,0.02320060280842684,997,8042
41,44.0737226174607,0.022689256559504455,1151,8136
42,41.867690865624745,0.02388476601705887,821,8153
43,42.78341722474422,0.023373542013881955,864,8002
44,42.147102147783706,0.023726423622046924,889,8027
45,43.11195601675015,0.02319542169720792,1037,8063
46,42.81002364896097,0.023359015360512905,957,8000
47,42.263510384155296,0.02366107289504524,867,8115
48,42.445840820124054,0.02355943434452802,923,8078
49,43.999897774614084,0.022727325529764163,991,8115
50,43.446919401656224,0.02301659159663871,1190,8049
51,43.88982599749951,0.022784323639309306,1231,7868
52,41.911554942658086,0.023859768538012124,855,8064
53,42.50224700096019,0.023528167816101783,870,7905
54,42.091013026057304,0.023758040686284492,816,8163
55,41.7166219399475,0.0239712602194764,729,7745
56,40.04100198600784,0.024974400000016127,600,7983
57,40.90018863531734,0.024449764985594695,694,7730
58,43.25395610781922,0.023119272547169976,1060,8080
59,41.08976835977524,0.024336958807948606,755,8139
60,43.95564269277781,0.02275020768071505,1328,8134
61,43.65868521221851,0.022904949957589096,1179,7856
62,43.92635409258617,0.02276537674609281,1217,8038
63,43.646867388634334,0.02291115170066937,1176,7858
64,43.01635369441845,0.023246972700286174,1011,7942
65,42.39234805466003,0.023589162806236057,898,7760
66,39.38650121525937,0.025389409293673785,538,8068
67,42.01473706177719,0.023801172396476753,797,8082
68,44.069779784528194,0.022691286520816135,1417,8166
69,42.85393439122892,0.023335080295560303,1015,8126
70,41.58340577808676,0.024048054296865,768,8103
71,43.70939190526974,0.02287837822514838,1217,8162
72,44.194133741331534,0.02262743752039591,1226,7671
73,41.83556161416175,0.023903109254818516,832,7977
74,42.356694903477155,0.02360901865168681,890,8081
75,43.50882446501712,0.022983843215622638,1076,8102
76,43.16866749779333,0.023164949440496803,983,7907
