turn,topic_id,topic,event_type,segmenter,extractor,episodes_evaluated,spans_evaluated,spans_eligible,survivors,records_written,marker_written,duplicates_collapsed,inference_calls
83,8c0944a9-be62-46ed-b988-f52c62ea00c4,topic_2,transition,spacy:en_core_web_sm:3.8.0:sentencizer,spacy:en_core_web_sm:3.8.0:ner,82,370,88,18,14,False,70,0
122,8c0944a9-be62-46ed-b988-f52c62ea00c4,topic_2,transition,spacy:en_core_web_sm:3.8.0:sentencizer,spacy:en_core_web_sm:3.8.0:ner,38,175,33,7,5,False,26,0
157,8c0944a9-be62-46ed-b988-f52c62ea00c4,topic_2,transition,spacy:en_core_web_sm:3.8.0:sentencizer,spacy:en_core_web_sm:3.8.0:ner,34,158,29,7,5,False,22,0
158,3dfb4b4e-c6a7-4bab-bb16-f6e889da6019,topic_3,transition,spacy:en_core_web_sm:3.8.0:sentencizer,spacy:en_core_web_sm:3.8.0:ner,3,15,9,9,9,False,0,0
164,8c0944a9-be62-46ed-b988-f52c62ea00c4,topic_2,transition,spacy:en_core_web_sm:3.8.0:sentencizer,spacy:en_core_web_sm:3.8.0:ner,6,27,6,6,4,False,0,0
