turn,episode_id,episode_turn,topic,similarity,provenance,promoted_at_turn,trigger_type,triggered_filter,distilled_id,dream_event,event_type,source_episode_ids,source_turns,salience
32,908b8c5e-66f8-41d1-b875-63a431b9ff4b,20,topic_2,0.23225119709968567,ltm,,,,b7b080a9-9e95-5d27-bccb-3aa55fb9f2a9,31,transition,"[""908b8c5e-66f8-41d1-b875-63a431b9ff4b""]",[20],10
32,62bfa5b3-18a7-41ab-8e05-09ee6d8a9c84,10,topic_2,0.22978945076465607,ltm,,,,7a2d30dd-2438-50b7-b85c-3f6d5c04149f,31,transition,"[""62bfa5b3-18a7-41ab-8e05-09ee6d8a9c84""]",[10],8
32,ddf1249b-de7d-413d-ba3c-4104c7725109,18,topic_2,0.21011611819267273,ltm,,,,7188a7bd-b8dc-5e14-87e4-8106c4d50bbe,31,transition,"[""ddf1249b-de7d-413d-ba3c-4104c7725109""]",[18],5
32,98872452-010e-45d4-965b-c34e338812b0,28,topic_2,0.20900514721870422,ltm,,,,39d11edb-b481-51f0-b8b7-b99a16479c8d,31,transition,"[""98872452-010e-45d4-965b-c34e338812b0""]",[28],3
32,1c47e749-3d21-4255-9a63-4bb2cf15c669,22,topic_2,0.20383641123771667,ltm,,,,fbeaeb75-f073-5902-9779-1721fff9ccfd,31,transition,"[""1c47e749-3d21-4255-9a63-4bb2cf15c669""]",[22],3
32,761e828b-48bb-4424-9d65-e17ab7e6b813,14,topic_2,0.167030468583107,ltm,,,,3e8f73a0-ff72-53ee-96ce-6e0aafd755b9,31,transition,"[""761e828b-48bb-4424-9d65-e17ab7e6b813""]",[14],3
32,486fa02d-a5b5-48f6-85b2-9dbd84657ae1,29,topic_2,0.1637204885482788,ltm,,,,9404e66b-7dea-58b4-9049-4f55b2e9b2af,31,transition,"[""486fa02d-a5b5-48f6-85b2-9dbd84657ae1""]",[29],15
33,908b8c5e-66f8-41d1-b875-63a431b9ff4b,20,topic_2,0.2331702709197998,ltm,,,,9a448704-637c-543d-b083-444cdbfba374,31,transition,"[""908b8c5e-66f8-41d1-b875-63a431b9ff4b""]",[20],4
33,62bfa5b3-18a7-41ab-8e05-09ee6d8a9c84,10,topic_2,0.16814304888248444,ltm,,,,7a2d30dd-2438-50b7-b85c-3f6d5c04149f,31,transition,"[""62bfa5b3-18a7-41ab-8e05-09ee6d8a9c84""]",[10],8
33,b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e,17,topic_2,0.15964394807815552,ltm,,,,0c36ce08-05f2-52c7-b5f2-aa9da621b064,31,transition,"[""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e""]",[17],15
33,486fa02d-a5b5-48f6-85b2-9dbd84657ae1,29,topic_2,0.1492612063884735,ltm,,,,9404e66b-7dea-58b4-9049-4f55b2e9b2af,31,transition,"[""486fa02d-a5b5-48f6-85b2-9dbd84657ae1""]",[29],15
33,761e828b-48bb-4424-9d65-e17ab7e6b813,14,topic_2,0.14327463507652283,ltm,,,,3e8f73a0-ff72-53ee-96ce-6e0aafd755b9,31,transition,"[""761e828b-48bb-4424-9d65-e17ab7e6b813""]",[14],3
33,0ab88810-df32-480c-add1-f8d80b77c580,24,topic_2,0.14186932146549225,ltm,,,,5bbdc389-7e1d-589a-bced-a04a83c6b003,31,transition,"[""0ab88810-df32-480c-add1-f8d80b77c580""]",[24],10
33,98872452-010e-45d4-965b-c34e338812b0,28,topic_2,0.14033854007720947,ltm,,,,39d11edb-b481-51f0-b8b7-b99a16479c8d,31,transition,"[""98872452-010e-45d4-965b-c34e338812b0""]",[28],3
33,ddf1249b-de7d-413d-ba3c-4104c7725109,18,topic_2,0.13719411194324493,ltm,,,,af4550cd-4e27-5916-8147-e885f39ec147,31,transition,"[""ddf1249b-de7d-413d-ba3c-4104c7725109""]",[18],13
34,ddf1249b-de7d-413d-ba3c-4104c7725109,18,topic_2,0.2648565471172333,ltm,,,,7188a7bd-b8dc-5e14-87e4-8106c4d50bbe,31,transition,"[""ddf1249b-de7d-413d-ba3c-4104c7725109""]",[18],5
