turn,stm_candidates,ltm_candidates,duplicates_removed,final_set_size,ltm_episodes_in_final_set,provenance_list
1,0,0,0,0,0,[]
2,0,0,0,0,0,[]
3,0,0,0,0,0,[]
4,0,0,0,0,0,[]
5,0,0,0,0,0,[]
6,0,0,0,0,0,[]
7,0,0,0,0,0,[]
8,0,0,0,0,0,[]
9,0,0,0,0,0,[]
10,0,0,0,0,0,[]
11,0,0,0,0,0,[]
12,0,0,0,0,0,[]
13,0,0,0,0,0,[]
14,0,0,0,0,0,[]
15,0,0,0,0,0,[]
16,0,0,0,0,0,[]
17,1,0,0,1,0,"[{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""provenance"":""stm""}]"
18,0,0,0,0,0,[]
19,0,0,0,0,0,[]
20,1,0,0,1,0,"[{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""provenance"":""stm""}]"
21,0,0,0,0,0,[]
22,1,0,0,1,0,"[{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""provenance"":""stm""}]"
23,0,0,0,0,0,[]
24,0,0,0,0,0,[]
25,1,0,0,1,0,"[{""episode_id"":""637eb126-2e7f-418d-a5ee-51aa6ca6dd0f"",""provenance"":""stm""}]"
26,0,0,0,0,0,[]
27,0,0,0,0,0,[]
28,0,0,0,0,0,[]
29,1,0,0,1,0,"[{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""provenance"":""stm""}]"
30,0,0,0,0,0,[]
31,0,0,0,0,0,[]
32,0,50,0,7,7,"[{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""provenance"":""ltm""},{""episode_id"":""62bfa5b3-18a7-41ab-8e05-09ee6d8a9c84"",""provenance"":""ltm""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""provenance"":""ltm""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""provenance"":""ltm""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""provenance"":""ltm""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""provenance"":""ltm""},{""episode_id"":""486fa02d-a5b5-48f6-85b2-9dbd84657ae1"",""provenance"":""ltm""}]"
33,0,50,0,8,8,"[{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""provenance"":""ltm""},{""episode_id"":""62bfa5b3-18a7-41ab-8e05-09ee6d8a9c84"",""provenance"":""ltm""},{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""provenance"":""ltm""},{""episode_id"":""486fa02d-a5b5-48f6-85b2-9dbd84657ae1"",""provenance"":""ltm""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""provenance"":""ltm""},{""episode_id"":""0ab88810-df32-480c-add1-f8d80b77c580"",""provenance"":""ltm""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""provenance"":""ltm""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""provenance"":""ltm""}]"
34,0,50,0,7,7,"[{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""provenance"":""ltm""},{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""provenance"":""ltm""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""provenance"":""ltm""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""provenance"":""ltm""},{""episode_id"":""62bfa5b3-18a7-41ab-8e05-09ee6d8a9c84"",""provenance"":""ltm""},{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""provenance"":""ltm""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""provenance"":""ltm""}]"
35,0,50,0,8,8,"[{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""provenance"":""ltm""},{""episode_id"":""486fa02d-a5b5-48f6-85b2-9dbd84657ae1"",""provenance"":""ltm""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""provenance"":""ltm""},{""episode_id"":""62bfa5b3-18a7-41ab-8e05-09ee6d8a9c84"",""provenance"":""ltm""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""provenance"":""ltm""},{""episode_id"":""0ab88810-df32-480c-add1-f8d80b77c580"",""provenance"":""ltm""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""provenance"":""ltm""},{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""provenance"":""ltm""}]"
36,0,50,0,8,8,"[{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""provenance"":""ltm""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""provenance"":""ltm""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""provenance"":""ltm""},{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""provenance"":""ltm""},{""episode_id"":""62bfa5b3-18a7-41ab-8e05-09ee6d8a9c84"",""provenance"":""ltm""},{""episode_id"":""0ab88810-df32-480c-add1-f8d80b77c580"",""provenance"":""ltm""},{""episode_id"":""486fa02d-a5b5-48f6-85b2-9dbd84657ae1"",""provenance"":""ltm""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""provenance"":""ltm""}]"
37,0,50,0,8,8,"[{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""provenance"":""ltm""},{""episode_id"":""62bfa5b3-18a7-41ab-8e05-09ee6d8a9c84"",""provenance"":""ltm""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""provenance"":""ltm""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""provenance"":""ltm""},{""episode_id"":""486fa02d-a5b5-48f6-85b2-9dbd84657ae1"",""provenance"":""ltm""},{""episode_id"":""0ab88810-df32-480c-add1-f8d80b77c580"",""provenance"":""ltm""},{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""provenance"":""ltm""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""provenance"":""ltm""}]"
38,0,50,0,7,7,"[{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""provenance"":""ltm""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""provenance"":""ltm""},{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""provenance"":""ltm""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""provenance"":""ltm""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""provenance"":""ltm""},{""episode_id"":""0ab88810-df32-480c-add1-f8d80b77c580"",""provenance"":""ltm""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""provenance"":""ltm""}]"
39,0,50,0,7,7,"[{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""provenance"":""ltm""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""provenance"":""ltm""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""provenance"":""ltm""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""provenance"":""ltm""},{""episode_id"":""62bfa5b3-18a7-41ab-8e05-09ee6d8a9c84"",""provenance"":""ltm""},{""episode_id"":""ad341f74-2541-4269-9be4-494ec86f3454"",""provenance"":""ltm""},{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""provenance"":""ltm""}]"
40,0,50,0,7,7,"[{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""provenance"":""ltm""},{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""provenance"":""ltm""},{""episode_id"":""486fa02d-a5b5-48f6-85b2-9dbd84657ae1"",""provenance"":""ltm""},{""episode_id"":""62bfa5b3-18a7-41ab-8e05-09ee6d8a9c84"",""provenance"":""ltm""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""provenance"":""ltm""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""provenance"":""ltm""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""provenance"":""ltm""}]"
41,0,50,0,8,8,"[{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""provenance"":""ltm""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""provenance"":""ltm""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""provenance"":""ltm""},{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""provenance"":""ltm""},{""episode_id"":""62bfa5b3-18a7-41ab-8e05-09ee6d8a9c84"",""provenance"":""ltm""},{""episode_id"":""0ab88810-df32-480c-add1-f8d80b77c580"",""provenance"":""ltm""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""provenance"":""ltm""},{""episode_id"":""d9ee4210-0492-4008-9d07-50ed38693e6b"",""provenance"":""ltm""}]"
42,0,50,0,7,7,"[{""episode_id"":""0ab88810-df32-480c-add1-f8d80b77c580"",""provenance"":""ltm""},{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""provenance"":""ltm""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""provenance"":""ltm""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""provenance"":""ltm""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""provenance"":""ltm""},{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""provenance"":""ltm""},{""episode_id"":""ad341f74-2541-4269-9be4-494ec86f3454"",""provenance"":""ltm""}]"
43,0,50,0,8,8,"[{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""provenance"":""ltm""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""provenance"":""ltm""},{""episode_id"":""62bfa5b3-18a7-41ab-8e05-09ee6d8a9c84"",""provenance"":""ltm""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""provenance"":""ltm""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""provenance"":""ltm""},{""episode_id"":""0ab88810-df32-480c-add1-f8d80b77c580"",""provenance"":""ltm""},{""episode_id"":""486fa02d-a5b5-48f6-85b2-9dbd84657ae1"",""provenance"":""ltm""},{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""provenance"":""ltm""}]"
44,0,50,0,7,7,"[{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""provenance"":""ltm""},{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""provenance"":""ltm""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""provenance"":""ltm""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""provenance"":""ltm""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""provenance"":""ltm""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""provenance"":""ltm""},{""episode_id"":""ad341f74-2541-4269-9be4-494ec86f3454"",""provenance"":""ltm""}]"
45,0,50,0,7,7,"[{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""provenance"":""ltm""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""provenance"":""ltm""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""provenance"":""ltm""},{""episode_id"":""ad341f74-2541-4269-9be4-494ec86f3454"",""provenance"":""ltm""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""provenance"":""ltm""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""provenance"":""ltm""},{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""provenance"":""ltm""}]"
46,0,50,0,7,7,"[{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""provenance"":""ltm""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""provenance"":""ltm""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""provenance"":""ltm""},{""episode_id"":""62bfa5b3-18a7-41ab-8e05-09ee6d8a9c84"",""provenance"":""ltm""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""provenance"":""ltm""},{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""provenance"":""ltm""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""provenance"":""ltm""}]"
47,0,50,0,8,8,"[{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""provenance"":""ltm""},{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""provenance"":""ltm""},{""episode_id"":""486fa02d-a5b5-48f6-85b2-9dbd84657ae1"",""provenance"":""ltm""},{""episode_id"":""0ab88810-df32-480c-add1-f8d80b77c580"",""provenance"":""ltm""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""provenance"":""ltm""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""provenance"":""ltm""},{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""provenance"":""ltm""},{""episode_id"":""62bfa5b3-18a7-41ab-8e05-09ee6d8a9c84"",""provenance"":""ltm""}]"
48,0,50,0,7,7,"[{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""provenance"":""ltm""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""provenance"":""ltm""},{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""provenance"":""ltm""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""provenance"":""ltm""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""provenance"":""ltm""},{""episode_id"":""486fa02d-a5b5-48f6-85b2-9dbd84657ae1"",""provenance"":""ltm""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""provenance"":""ltm""}]"
